Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,CH4,C2H6,H2O,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC,Rho,Rho_err,Sc,V,U,W,WD,V_err,U_err,Sc_avg,WD_avg,V_avg,U_avg,W_avg,U_err_avg,V_err_avg,Nx,Ny,cross_wind,cross_wind_err,CH4_sub,CH4_res,CH4_adj,CH4_adj_err,BG_Samples_CH4,C2H6_sub,C2H6_res,C2H6_adj,C2H6_adj_err,BG_Samples_C2H6,x_dist,y_dist,s_dist,z_dist,velocity_s,velocity_z,x_src_dist,y_src_dist,s_src_dist,collecting,group,transect_num
2022-11-15 13:10:14.201788-07:00,1109.39523,4.52,3.32,-3.07,0.11,15.11,968.41,38.06,23.0,2.0,-0.975939,0.398862,-0.0327231,32.8211419,-111.785351,392.83599200000003,9.00804093,0.296204859,0.708667911,2.08814,-1.84205,5826.81,26.4413,11376.0,0.999729,0.032775,11.0,-1263.0,77.0,,0.0,,2022-11-15 20:10:14.201788+00:00,1.1703337590857192,0.014559669702148871,3.6418789966234035,-3.1530963901771236,1.8224340263226764,0.07727690000000001,329.97284623945694,0.24693788316918822,0.2939598238825695,3.655540806610432,332.2142489188694,-3.2314023662545766,1.7062051488094252,0.08359114000000001,0.2951117257413582,0.2491734322636193,0.37831937683379396,0.9256751315186607,-2.345738341724224,0.21764815535117205,2.0969149553552286,-0.008774955355228542,-0.008774955355228542,0.005099019513592785,True,-1.0576169637964057,-0.7844330362035943,-0.7844330362035943,0.7071067811865476,True,-27.65330420350858,158.66827525605936,161.06000995313642,12.688292999999987,-1.0578044318062894,-0.15026899999998022,-48.21511759241532,55.29137830815334,73.36098472393734,True,2.0,14.0
2022-11-15 13:10:15.201284-07:00,1110.394726,4.4,3.19,-3.03,0.11,15.05,968.4,37.45,30.0,2.0,-1.08739,0.092654,0.164369,32.8211418,-111.785362,392.717981,8.92264404,-1.00331047,1.10270863,2.08718,-1.3757,5822.96,26.4419,11431.0,0.999743,0.0327544,16.0,-1270.0,77.0,,0.0,,2022-11-15 20:10:15.201284+00:00,1.1705653217951675,0.014563597130054588,3.7510109944267125,-3.395450538510678,1.5940511663173238,0.274369,334.8515050581098,0.24541394533164318,0.2918477258293027,3.8534379491406945,335.5775531396674,-3.50871026753397,1.5870313245005858,0.15874112,0.2969033758517569,0.25260963514545615,0.0849000544221066,0.9963894724248763,-3.361302926540231,0.25079795098715474,2.096846235178043,-0.009666235178042992,-0.009666235178042992,0.005099019513592785,True,-1.060425722587084,-0.315274277412916,-0.315274277412916,0.7071067811865476,True,-27.66443626227718,157.63917403308943,160.04821218477966,12.570281999999963,-1.0117977683567574,-0.11801100000002407,-48.22624965118392,54.26227708518341,72.59590807950224,True,2.0,14.0
2022-11-15 13:10:16.201295-07:00,1111.394737,4.41,3.26,-2.96,0.2,15.62,968.41,36.15,51.0,2.0,-1.15112,0.103502,0.0556072,32.8211416,-111.785375,392.684229,9.06154884,-1.0812733,1.2847908,2.09075,-2.01951,5816.58,26.4416,11391.0,0.999718,0.0327716,12.0,-1231.0,77.0,,0.0,,2022-11-15 20:10:16.201295+00:00,1.168266819247323,0.014525976764158158,3.6980076658566423,-3.33299131884658,1.6020079791398751,0.25560720000000003,334.32865381664743,0.24243569400142065,0.2906305202125186,3.8821385819198193,335.6240687124242,-3.5301889017868953,1.6053499068395722,0.16320186,0.2967831155341818,0.2508933539473495,0.08955290143658685,0.9959820670294667,-3.372241097427757,0.2488926395512866,2.0967771200507026,-0.006027120050702717,-0.006027120050702717,0.005099019513592785,True,-1.0634046925113125,-0.9561053074886874,-0.9561053074886874,0.7071067811865476,True,-27.68670125585042,156.42296628127554,158.85432888865122,12.53652999999997,-1.1938832961284334,-0.03375199999999268,-48.24851464475716,53.046069333369516,71.70637793910659,True,2.0,14.0
2022-11-15 13:10:18.201680-07:00,1113.395122,4.87,3.42,-3.46,-0.18,15.83,968.37,35.75,44.0,2.0,-1.33877,0.133282,0.0353349,32.8211416,-111.785401,392.889337,8.93867937,-0.959469944,1.87961672,2.09376,-1.51331,5821.46,26.4412,11423.0,0.999727,0.0327645,15.0,-1245.0,77.0,,0.0,,2022-11-15 20:10:18.201680+00:00,1.167369626906086,0.01451196296626597,4.101072431852554,-3.8160873704954925,1.5020893022872566,-0.1446651,338.5143960201961,0.2633199551987867,0.30622380436478014,3.843525018856879,343.86595038839647,-3.6740065325903912,1.0678731708237885,-0.137790692,0.30177773166330146,0.260677032176565,0.09906583655242808,0.9950808811489484,-3.5501439087974864,0.2581357278647678,2.0966377828890375,-0.0028777828890373947,-0.0028777828890373947,0.005099019513592785,True,-1.069873025964398,-0.4434369740356019,-0.4434369740356019,0.7071067811865476,True,-27.686702146149152,153.99055668550434,156.45972332853304,12.741637999999966,-2.3946055601181797,0.20510799999999563,-48.24851553505589,50.613659737598326,69.9261167473921,True,2.0,14.0
2022-11-15 13:10:19.201119-07:00,1114.394561,4.93,4.13,-2.7,0.17,16.14,968.34,35.01,27.0,2.0,-1.15049,0.0301859,0.0696523,32.8211418,-111.785414,392.89409800000004,9.00087405,0.233199865,2.32459034,2.0942,-1.64645,5827.84,26.4413,11420.0,0.999718,0.0327735,14.0,-1247.0,77.0,,0.0,,2022-11-15 20:10:19.201119+00:00,1.166082560148205,0.014491460149327583,4.130057203114723,-3.2827027441972954,2.5062392531917923,0.2396523,322.63941604739387,0.23236936783737944,0.2868796234739839,4.139734785801457,329.45779984489786,-3.500735921009491,2.0941172405341555,0.07916712000000001,0.29392678511089315,0.24462075951817938,0.026228402970791813,0.9996559762626349,-3.4446062339016046,0.24445256139974078,2.096567625100912,-0.002367625100912374,-0.002367625100912374,0.005099019513592785,True,-1.0733605418587047,-0.5730894581412953,-0.5730894581412953,0.7071067811865476,True,-27.664437026121824,152.7743491427126,155.25888970346176,12.746398999999997,-1.200833625071283,0.004761000000030435,-48.22625041502856,49.397452194806576,69.03534973063614,True,2.0,14.0
2022-11-15 13:10:20.201381-07:00,1115.394823,4.87,3.9,-2.91,0.03,16.08,968.32,35.11,32.0,2.0,-0.912538,0.115974,0.0161407,32.8211425,-111.785424,392.89486100000005,8.94584521,-0.108494209,2.13236416,2.09217,-1.61594,5838.3,26.4409,11358.0,0.999717,0.0327966,11.0,-1248.0,77.0,,0.0,,2022-11-15 20:10:20.201381+00:00,1.166300371745358,0.014495304297667322,4.184674237983955,-3.3650813811360787,2.4875139751120794,0.0461407,323.52768361581417,0.2405938496039764,0.29169009346817637,4.336269081411713,323.7979378181129,-3.499323841792613,2.560496802742727,-0.010426980000000002,0.2956086397467839,0.2452393585250437,0.12607541172344125,0.9920206603487474,-3.148585859686879,0.24138701206856067,2.0964970472844664,,-0.004327047284466534,0.005099019513592785,False,-1.0770224940505244,,-0.5389175059494755,0.7071067811865476,False,-27.586509037350034,151.83880387889582,154.32445640351884,12.747162000000003,-0.9344332999429241,0.0007630000000062864,-48.14832242625677,48.4619069309898,68.31410817576922,True,2.0,14.0
2022-11-15 13:10:21.201226-07:00,1116.394668,4.39,3.62,-2.5,0.06,16.29,968.35,34.72,30.0,2.0,-0.875646,0.158014,0.0485825,32.821144,-111.785432,392.866144,9.01718558,-1.20257242,2.17918666,2.2368,3.37235,5858.08,26.4407,11395.0,0.999724,0.0327829,14.0,-1275.0,77.0,,0.0,,2022-11-15 20:10:21.201226+00:00,1.1654902828840394,0.0144816737403689,3.6893618679117326,-2.87845460677754,2.307789000130278,0.1085825,321.2792502935684,0.2248973220579147,0.2791663531260446,3.701994694400125,322.722119396691,-2.9444213412305213,2.2404786725860153,0.14334288,0.2819085719679338,0.2293907606518492,0.17758593585130436,0.9841052969005991,-2.499743136386047,0.22233434125722112,2.096426136065564,,0.1403738639344363,0.005099019513592785,False,-1.0808551352872229,,4.453205135287223,0.7071067811865476,False,-27.4195203611634,151.09036538554466,153.5582254689525,12.718444999999974,-0.7662309345663516,-0.028717000000028747,-47.981333750070135,47.71346843763864,67.66670864454069,True,2.0,14.0
2022-11-15 13:10:22.201806-07:00,1117.395248,5.35,3.65,-3.91,0.14,16.25,968.31,34.85,41.0,2.0,-0.964596,0.212529,0.0202474,32.821146,-111.785441,392.88982500000003,9.10404538,-2.3440025,1.32441435,3.07601,31.3448,5872.2,26.4403,11395.0,0.999732,0.0328004,14.0,-1275.0,77.0,,0.0,,2022-11-15 20:10:22.201806+00:00,1.1656032234527565,0.014484109421425743,4.684055723535199,-4.225746722101616,2.020752993769972,0.1602474,334.4428631842029,0.28313271303064624,0.32286915448332076,4.4854379390753305,328.01381420864357,-3.7974151496667283,2.3655865942334082,0.22674788,0.30935164456434416,0.2638404021814413,0.21516874293950553,0.9765768848697132,-3.1994675636228407,0.2520325013967509,2.0963548089207187,,0.9796551910792815,0.005099019513592785,False,-1.084863653514347,,32.429663653514346,0.7071067811865476,False,-27.196869058304806,150.24837290742448,152.69002340658366,12.742125999999985,-0.8682020623688231,0.0236810000000105,-47.75868244721154,46.87147595951846,66.9165675129658,True,2.0,14.0
2022-11-15 13:10:23.201653-07:00,1118.395095,5.07,3.95,-3.18,0.02,15.8,968.31,35.86,31.0,2.0,-1.07084,0.164253,0.00222112,32.8211467,-111.785451,392.975031,8.86481976,-2.92389229,2.13605609,3.3694,39.9026,5882.83,26.4401,11426.0,0.999734,0.0327445,15.0,-1259.0,77.0,,0.0,,2022-11-15 20:10:23.201653+00:00,1.1674184906289244,0.014513657956582963,4.283385261632234,-3.5864706302159366,2.3419260701753037,0.02222112,326.85590296536407,0.25159229753223583,0.2997513184804797,4.429378870804761,324.4042836722059,-3.6018729899671085,2.5721585857549902,0.09572026400000001,0.30089031882541717,0.2515347148508742,0.1516138751119156,0.9884397972934662,-3.170259677491201,0.2458500550262028,2.0962831698489834,,1.2731168301510167,0.005099019513592785,False,-1.0890428585241096,,40.99164285852411,0.7071067811865476,False,-27.118941428549007,149.31282968596747,151.75558669464462,12.827331999999956,-0.9344367119390427,0.08520599999997103,-47.68075481745575,45.93593273806145,66.2084911206866,True,2.0,14.0
2022-11-15 13:10:24.201322-07:00,1119.394764,5.12,4.13,-3.03,-0.17,15.37,968.3,36.85,34.0,2.0,-0.923451,0.307237,-0.0146805,32.8211481,-111.785461,392.996545,8.93607958,-3.08747039,2.96845099,2.83608,23.1068,5900.54,26.4399,11404.0,0.999741,0.0327436,11.0,-1244.0,77.0,,0.0,,2022-11-15 20:10:24.201322+00:00,1.169146295627844,0.01454196015874173,4.2761706728780515,-3.327508757976058,2.685762664342283,-0.18468050000000003,321.0916415536466,0.24539844050735907,0.2963177506327239,4.298732831999393,321.0610434658944,-3.3440710846460293,2.698464070461412,0.043933072,0.2967499683226947,0.24580395064893815,0.31569135141309024,0.9488619344472496,-2.321179989162712,0.22327422352624568,2.0962111789352647,,0.7398688210647353,0.005099019513592785,False,-1.0933955238521094,,24.20019552385211,0.7071067811865476,False,-26.96308553407989,148.3772838022604,150.80724893072824,12.84884599999998,-0.9483377639163848,0.02151400000002468,-47.52489892298663,45.000386854354375,65.44960530577436,True,2.0,14.0
2022-11-15 13:10:25.201701-07:00,1120.395143,4.83,3.81,-2.96,0.0,15.67,968.32,36.22,31.0,2.0,-1.25837,0.233679,-0.0489478,32.8211508,-111.785474,392.92193000000003,8.89822215,-1.23637782,0.970875676,2.46614,10.4112,5899.72,26.4397,11361.0,0.999682,0.0327767,12.0,-1252.0,77.0,,0.0,,2022-11-15 20:10:25.201701+00:00,1.167956015926563,0.014522263318226059,3.866854266294859,-3.2800261840815246,2.047923374665748,-0.0489478,328.0209150546495,0.24263801644924146,0.29255898373002887,3.8758413033634147,325.49984983524354,-3.191142953721429,2.1906186559691507,0.036017404,0.2912822025606885,0.24063867978950046,0.18257838313435842,0.9831913008219934,-2.7375443795075007,0.23281958682406237,2.09613877129181,,0.3700012287081904,0.005099019513592785,False,-1.0979263477178023,,11.509126347717801,0.7071067811865476,False,-26.66250582118684,147.16107036366554,149.55691173344195,12.774230999999986,-1.2503371972862851,-0.07461499999999432,-47.22431921009358,43.784173415759525,64.39868140387749,True,2.0,14.0
