K,G,f_c2h6 (kg/s/m),f_c2h6_err (kg/s/m),f_c2h6_err (%),f_c2h6_err_term1_avg (%),f_c2h6_err_term2_avg (%),f_c2h6_err_term3_avg (%),C_c2h6_avg (kg/m^3),C_c2h6_err_avg (kg/m^3),C_c2h6_err_avg (%),C_c2h6_err_term1_avg (%),C_c2h6_err_term2_avg (%),chi_c2h6_avg (ppb),chi_c2h6_err_avg (ppb),chi_c2h6_err_avg (%),chi_c2h6_err_term1_avg (%),chi_c2h6_err_term2_avg (%),rho_avg (kg/m^3),rho_err_avg (kg/m^3),rho_err_avg (%),xwind_avg (m/s),xwind_avg_err (m/s),xwind_avg_err (%),dt_avg (s),dt_err_avg (s),dt_err_avg (%),vh_avg (s),vh_err_avg (s),ds_avg (s),ds_err_avg (s),ds_err_avg (%),z_avg (m),z_std (m),Start_UTC,End_UTC,z_low (m),z_high (m),delta_z (m),F_tot_k (kg/s),F_tot_k_err (kg/s),F_tot_k_err_term1 (%),F_tot_k_err_term2 (%)
0,0,1.0373564660747817e-07,4.414922522248957e-07,10389.971860660107,99.94596902434404,0.0474496564432958,0.006581319212664,9.57266238113652e-12,1.1338699600758315e-09,-766.1138953654772,99.99895830875796,0.0010416912420767,7.521083115136336e-12,9.3214507095023e-10,-766.1139595263467,28.772194920323702,71.22780507967629,1.1716909768507062,0.0145682173380724,1.2433486878091586,0.1639622221717168,0.2590313832291909,2.1352623417765138,4.999981666666667,0.1,2.000007333360222,2.5542289981037487,2.036349822083886,12.771098162987112,0.3591114197560621,2.8683897338881152,3.5929411999999785,0.1004178768614482,2022-11-15 19:53:00.201804,2022-11-15 19:53:47.201387,3.28300678181816,4.3806863499999755,1.0976795681818157,1.1386849977315806e-07,4.847289683823757e-07,0.04618278901143751,99.95381721098856
1,0,4.422779052796794e-07,1.577792471929917e-07,9443.708940197264,66.23667735425964,25.68041442440328,8.082908221337075,2.9085007277790715e-09,1.1332094658865195e-09,215.11494230513787,99.70825036141358,0.2917496385864166,2.3938974099135803e-09,9.3214507095023e-10,215.0951458104948,28.772194920323702,71.22780507967629,1.1693124826847785,0.0145341028007818,1.2429606461232103,1.12492663090687,0.239640126916561,3.960780234443463,1.7000334500000007,0.1,5.882237199509219,1.5871981476327988,3.299526723738944,2.698289942753797,0.1807551862469632,6.774049180968924,5.6866324285714045,0.090468351924631,2022-11-15 19:53:51.201339,2022-11-15 19:54:33.202144,5.427531964285688,5.861830371428548,0.43429840714285994,1.9208058977744546e-07,7.934993207290149e-08,25.426742620523992,74.57325737947602
2,0,1.9318187566533776e-06,2.67617207271444e-07,757.1207969580298,8.356382267934599,28.0554492889261,63.58816844313933,2.3702123222761915e-08,1.2021498302168254e-09,57.436560434378414,88.23219337254586,11.767806627454132,1.9525855661094494e-08,9.3214507095023e-10,57.28508796732318,28.772194920323702,71.22780507967629,1.1704414504389664,0.014557267452358,1.2437392231410802,-4.7407251319144885,0.3100867084528875,-6.551166237344797,1.090899181818181,0.1,9.166749931311882,1.2939693256836675,4.196921946863424,1.4115900786861364,0.1411873362098266,10.13433174518094,8.777417499999975,0.0531919372626094,2022-11-15 19:54:37.201167,2022-11-15 19:55:28.201106,8.744046249999975,8.966212815217366,0.22216656521739075,4.2918553778821133e-07,1.1871818031966017e-07,74.9186442872501,25.0813557127499
3,0,5.222487472711713e-06,7.006001123378079e-07,798.0869089945238,3.293481240462547,35.197045416291786,61.50947334324568,3.707436739497042e-08,1.2953597324877763e-09,29.326856891591607,73.67480117497368,26.32519882502633,3.0490181172443294e-08,9.3214507095023e-10,29.111406900503617,28.772194920323702,71.22780507967629,1.170502966549199,0.0145478823655744,1.242873766323,-1.9734409022737445,0.2625631510377744,-4.046122162767636,1.0476146666666668,0.1,9.545494462976844,1.6340192082538296,3.077896160422468,1.7118224881817663,0.1716349931548105,10.031849643986885,2.973072363636341,0.1525006797667572,2022-11-15 19:56:23.201965,2022-11-15 19:57:11.201603,0.7432680909090852,3.28300678181816,2.5397386909090747,1.3263753497233888e-05,1.9494513323047398e-06,16.690662589294185,83.30933741070582
4,0,2.4903144262723327e-06,3.6890904279464285e-07,5856.673797502013,5.399036186555212,51.74029973420222,42.86066407924258,3.3652563565965955e-08,1.2705850781353395e-09,-193.0439418583431,77.94621896976241,22.0537810302376,2.7678908789918988e-08,9.3214507095023e-10,-193.24622632028957,28.772194920323702,71.22780507967629,1.1710960231497465,0.0145615426778605,1.2434111769456613,0.6578155193729368,0.2538691080420911,4.068197135852134,1.353147294117645,0.1,7.390178470201768,1.2854294932202788,4.116558798522976,1.7393754405300357,0.1460070399246192,8.491778934870279,5.168431499999972,0.0615256709117323,2022-11-15 19:57:15.201713,2022-11-15 19:57:47.201358,4.3806863499999755,5.427531964285688,1.0468456142857123,2.6069747353356314e-06,4.154746459647962e-07,13.59978468013954,86.40021531986046
5,0,8.844516299814064e-07,1.756542882906889e-07,2073.7886649445504,23.624273834351516,54.04131267322239,22.334413492426112,8.571471759127659e-09,1.147025349223645e-09,94.9989590528797,97.56825949832206,2.431740501677932,7.046403048496567e-09,9.3214507095023e-10,94.94182061149664,28.772194920323702,71.22780507967629,1.171261943540786,0.0145670914185473,1.24370859586056,0.6323643200316191,0.2305059149863212,2.3730910175946778,1.7000032000000005,0.1,5.882341868532952,1.2295567293460137,4.122646486369348,2.0902503744697576,0.1496949928821345,7.1944731090906044,7.240285190476162,0.08052953857088,2022-11-15 19:57:51.201900,2022-11-15 19:58:29.201532,6.638656752380927,7.554418428571405,0.9157616761904785,8.099469071811737e-07,1.759205814721165e-07,16.391748833504266,83.60825116649575
6,0,1.895051992724276e-06,3.1575686359215016e-07,973.1610509749712,2.294689965737204,53.48462635318942,44.22068368107339,3.7198373434972465e-08,1.3051765251311391e-09,5.357739961276948,72.21998960256032,27.78001039743969,3.061664287134743e-08,9.3214507095023e-10,5.144708581732764,28.772194920323702,71.22780507967629,1.170252105586702,0.0145555044869813,1.2437916593627407,0.791753315918918,0.2240541078592891,3.891997977931038,1.0954430952380974,0.1,9.128726123219092,1.1200706189156933,4.526535109013924,1.2269736256702584,0.1248170810886287,10.200478403152848,9.976989727272702,0.1031400491402478,2022-11-15 19:58:34.206328,2022-11-15 19:59:25.201745,9.891031863636337,10.989107158508135,1.0980752948717978,2.0809097757080974e-06,3.980214153131985e-07,24.114821313037034,75.88517868696297
7,1,4.82498440623996e-08,4.810289761521478e-08,1159.7453775754784,98.19827725323869,1.2370392827735746,0.564683463987725,1.126781718982518e-09,1.1326422596527743e-09,-5.477943079028539,99.97639599188032,0.0236040081196891,9.276283016483214e-10,9.3214507095023e-10,-5.48563781013,28.772194920323702,71.22780507967629,1.1702902613529549,0.0145551286839205,1.2437194758528185,1.6078485078044238,0.2467335117342073,6.738503273241437,1.7998919999999998,0.1,5.55588890889009,1.563131214024953,3.3024830182809466,2.8134673670738004,0.1808605873645316,6.4873995626934295,9.805073999999973,0.1329103342834203,2022-11-15 19:59:40.202131,2022-11-15 20:00:22.201405,9.480041065217364,9.891031863636337,0.41099079841897357,1.9830241934796582e-08,2.078394152563989e-08,9.520362939231736,90.47963706076828
8,1,4.7542996360656056e-06,7.683185047732382e-07,5003.202331799332,10.728098354268472,33.020550724330086,56.25135092140145,1.3410946857548497e-08,1.1761721284348478e-09,89.42333450013292,91.41344762429276,8.586552375707226,1.103430279928008e-08,9.3214507095023e-10,89.34079605740405,28.772194920323702,71.22780507967629,1.169658312274139,0.0145422195656116,1.2432866476762927,0.4237376536554093,0.2927961152860077,0.332634113252886,1.3396464150943397,0.1,7.464656261029734,1.0664722507365272,5.216991223426563,1.4286957274967806,0.1265370716323928,9.29460639290761,7.951344240740719,0.0876007427703909,2022-11-15 20:00:27.200750,2022-11-15 20:01:38.202010,7.909947953703684,8.331009620370347,0.4210616666666631,2.001853328594494e-06,5.273652597303669e-07,62.36854916177931,37.63145083822068
9,1,4.689382481734642e-06,6.820871865347066e-07,9653.53240198305,6.380689634039407,39.237111426547365,54.38219893941322,2.7854082853676685e-08,1.2640912021500195e-09,236.7382486675892,77.50392268664666,22.49607731335333,2.2944439760399467e-08,9.3214507095023e-10,236.57899789439068,28.772194920323702,71.22780507967629,1.169420469161121,0.0145343761856653,1.2428679903628,0.089737974125112,0.2582633829324252,0.3519436416322642,1.8824709117647056,0.1,5.312167076529001,0.9399073636587172,7.637798753905552,1.7693482718409863,0.1360147788130669,9.735689855171008,6.03702831428569,0.1547776678255951,2022-11-15 20:01:40.201806,2022-11-15 20:02:44.205817,5.861830371428548,6.638656752380927,0.7768263809523788,3.642836022187406e-06,8.9864216418605e-07,65.23404768712973,34.76595231287025
