Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,CH4,C2H6,H20,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC
2022-08-31 09:16:28.692068-06:00,0.0,1.36,0.21,-1.3,0.36,19.72,866.45,85.33,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:28.692068+00:00
2022-08-31 09:16:28.901860-06:00,0.209792,1.7,0.58,-1.51,0.52,19.83,866.44,84.78,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:28.901860+00:00
2022-08-31 09:16:29.111451-06:00,0.419383,1.79,0.56,-1.63,0.5,19.72,866.44,85.23,20.0,-1.0,,,,,,,,,,1.82477,6.86654,23781.7,35.8022,11573.0,0.1071,-1.0,12.0,-1302.0,76.0,,0.0,2022-08-31 08:16:27.222,2022-08-31 15:16:29.111451+00:00
2022-08-31 09:16:29.321267-06:00,0.629199,2.13,-0.28,-2.11,0.02,19.74,866.45,85.24,22.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:29.321267+00:00
2022-08-31 09:16:29.532084-06:00,0.840016,1.73,0.07,-1.69,0.32,19.75,866.45,85.16,25.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:29.532084+00:00
2022-08-31 09:16:29.741498-06:00,1.04943,0.92,-0.21,-0.83,0.34,20.18,866.45,83.0,26.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:29.741498+00:00
2022-08-31 09:16:29.951581-06:00,1.259513,1.06,-0.1,-0.99,0.37,20.39,866.46,82.09,24.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:29.951581+00:00
2022-08-31 09:16:30.159711-06:00,1.467643,1.31,-0.09,-1.29,0.23,20.08,866.45,83.63,21.0,-1.0,,,,,,,,,,1.82483,7.26585,23774.0,35.8025,11526.0,0.123794,-1.0,16.0,-1307.0,76.0,,0.0,2022-08-31 08:16:28.246,2022-08-31 15:16:30.159711+00:00
2022-08-31 09:16:30.359696-06:00,1.667628,1.62,-0.16,-1.61,0.12,20.02,866.45,83.77,19.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:30.359696+00:00
2022-08-31 09:16:30.559272-06:00,1.867204,1.62,-0.35,-1.58,0.1,20.11,866.45,83.39,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:30.559272+00:00
2022-08-31 09:16:30.759529-06:00,2.067461,1.34,-0.26,-1.31,0.11,20.0,866.44,83.9,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:30.759529+00:00
2022-08-31 09:16:30.959641-06:00,2.267573,0.88,0.05,-0.81,0.34,20.04,866.45,83.76,23.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:30.959641+00:00
2022-08-31 09:16:31.160397-06:00,2.468329,0.87,0.29,-0.73,0.38,20.23,866.43,82.78,26.0,-1.0,,,,,,,,,,1.82719,6.75037,23732.1,35.8025,11573.0,-0.0234125,-1.0,15.0,-1303.0,76.0,,0.0,2022-08-31 08:16:29.270,2022-08-31 15:16:31.160397+00:00
2022-08-31 09:16:31.359999-06:00,2.667931,0.81,-0.05,-0.71,0.4,20.59,866.45,81.02,24.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:31.359999+00:00
2022-08-31 09:16:31.559778-06:00,2.86771,0.81,-0.1,-0.72,0.36,20.65,866.45,80.79,22.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:31.559778+00:00
2022-08-31 09:16:31.760091-06:00,3.068023,0.58,-0.05,-0.47,0.34,20.69,866.45,80.53,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:31.760091+00:00
2022-08-31 09:16:31.959641-06:00,3.267573,0.57,0.03,-0.2,0.53,20.68,866.44,80.55,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:31.959641+00:00
2022-08-31 09:16:32.161178-06:00,3.46911,0.74,0.21,-0.59,0.4,20.55,866.44,81.46,21.0,-1.0,,,,,,,,,,1.82085,6.81536,23693.4,35.8025,11581.0,-0.0238444,-1.0,14.0,-1308.0,76.0,,0.0,2022-08-31 08:16:30.294,2022-08-31 15:16:32.161178+00:00
2022-08-31 09:16:32.359348-06:00,3.66728,0.96,0.39,-0.79,0.4,20.36,866.45,82.25,23.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:32.359348+00:00
2022-08-31 09:16:32.559814-06:00,3.867746,1.12,0.5,-0.93,0.36,20.15,866.44,83.53,25.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:32.559814+00:00
2022-08-31 09:16:32.759205-06:00,4.067137,0.79,0.46,-0.55,0.33,20.33,866.44,82.51,26.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:32.759205+00:00
2022-08-31 09:16:32.959719-06:00,4.267651,0.76,0.01,-0.74,0.18,20.42,866.43,82.1,24.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:32.959719+00:00
2022-08-31 09:16:33.160832-06:00,4.468764,0.78,0.11,-0.74,0.23,20.24,866.44,83.03,21.0,-1.0,,,,,,,,,,1.82028,6.65005,23741.6,35.8031,11537.0,0.0107582,-1.0,14.0,-1286.0,76.0,,0.0,2022-08-31 08:16:31.318,2022-08-31 15:16:33.160832+00:00
2022-08-31 09:16:33.359122-06:00,4.667054,0.83,0.34,-0.67,0.34,20.34,866.44,82.47,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:33.359122+00:00
2022-08-31 09:16:33.559218-06:00,4.86715,0.98,0.36,-0.84,0.35,20.2,866.43,83.15,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:33.559218+00:00
2022-08-31 09:16:33.759656-06:00,5.067588,0.7,0.36,-0.38,0.46,20.63,866.45,81.06,22.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:33.759656+00:00
2022-08-31 09:16:33.959573-06:00,5.267505,0.79,0.39,-0.45,0.51,20.72,866.44,80.7,25.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:33.959573+00:00
2022-08-31 09:16:34.160337-06:00,5.468269,0.88,0.36,-0.64,0.48,20.57,866.45,81.46,27.0,-1.0,,,,,,,,,,1.81913,6.66708,23847.5,35.8032,11527.0,0.0684734,-1.0,14.0,-1301.0,76.0,,0.0,2022-08-31 08:16:32.342,2022-08-31 15:16:34.160337+00:00
2022-08-31 09:16:34.359447-06:00,5.667379,0.72,0.25,-0.5,0.45,20.74,866.45,80.62,25.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:34.359447+00:00
2022-08-31 09:16:34.559870-06:00,5.867802,0.75,0.45,-0.51,0.3,20.77,866.44,80.32,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:34.559870+00:00
2022-08-31 09:16:34.759066-06:00,6.066998,0.85,0.5,-0.59,0.35,20.7,866.46,80.81,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:34.759066+00:00
2022-08-31 09:16:34.959742-06:00,6.267674,0.81,0.29,-0.57,0.5,20.81,866.44,80.33,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:34.959742+00:00
2022-08-31 09:16:35.161077-06:00,6.469009,0.95,0.52,-0.57,0.55,20.46,866.45,81.93,21.0,-1.0,,,,,,,,,,1.81904,6.61417,23904.4,35.8038,11574.0,0.119336,-1.0,16.0,-1321.0,76.0,,0.0,2022-08-31 08:16:33.366,2022-08-31 15:16:35.161077+00:00
2022-08-31 09:16:35.359180-06:00,6.667112,0.98,0.53,-0.69,0.45,20.47,866.44,82.21,24.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:35.359180+00:00
2022-08-31 09:16:35.559223-06:00,6.867155,1.6,0.71,-1.38,0.42,20.36,866.44,82.59,27.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:35.559223+00:00
2022-08-31 09:16:35.759855-06:00,7.067787,1.44,0.65,-1.01,0.78,20.64,866.44,81.15,25.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:35.759855+00:00
2022-08-31 09:16:35.959844-06:00,7.267776,1.31,0.75,-1.05,0.19,20.53,866.45,81.67,23.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:35.959844+00:00
2022-08-31 09:16:36.168317-06:00,7.476249,1.43,0.74,-1.2,0.24,20.14,866.45,83.63,20.0,-1.0,,,,,,,,,,1.82276,6.79207,23951.8,35.8035,11577.0,0.0500095,-1.0,13.0,-1268.0,76.0,,0.0,2022-08-31 08:16:34.390,2022-08-31 15:16:36.168317+00:00
2022-08-31 09:16:36.359233-06:00,7.667165,1.39,0.6,-1.11,0.57,20.19,866.44,83.54,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:36.359233+00:00
2022-08-31 09:16:36.559287-06:00,7.867219,1.51,0.54,-1.24,0.67,20.17,866.44,83.7,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:36.559287+00:00
2022-08-31 09:16:36.759481-06:00,8.067413,1.58,-0.04,-1.53,0.38,20.31,866.45,82.99,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:36.759481+00:00
2022-08-31 09:16:36.959724-06:00,8.267656,2.23,-0.22,-2.21,0.22,20.3,866.44,83.05,25.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:36.959724+00:00
2022-08-31 09:16:37.168200-06:00,8.476132,2.4,-0.87,-2.23,0.19,20.82,866.45,80.53,26.0,-1.0,,,,,,,,,,1.82367,6.92889,23940.1,35.8038,11543.0,-0.0434799,-1.0,16.0,-1312.0,76.0,,0.0,2022-08-31 08:16:35.414,2022-08-31 15:16:37.168200+00:00
2022-08-31 09:16:37.359219-06:00,8.667151,1.15,-0.54,-0.78,0.65,21.3,866.43,78.18,24.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:37.359219+00:00
2022-08-31 09:16:37.559520-06:00,8.867452,2.2,-0.09,-2.12,0.57,20.48,866.45,82.22,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:37.559520+00:00
2022-08-31 09:16:37.759756-06:00,9.067688,2.13,0.77,-1.86,0.67,20.1,866.44,84.19,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2022-08-31 15:16:37.759756+00:00
