Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,CH4,C2H6,H20,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC,Rho,Rho_err,Sc,V,U,W,WD,V_err,U_err,Sc_avg,WD_avg,V_avg,U_avg,W_avg,U_err_avg,V_err_avg,Nx,Ny,cross_wind,cross_wind_err,CH4_sub,CH4_res,CH4_adj,CH4_adj_err,BG_Samples_CH4,C2H6_sub,C2H6_res,C2H6_adj,C2H6_adj_err,BG_Samples_C2H6
2023-04-19 07:24:16.863012-07:00,851.193311,5.56,-5.44,-0.87,-0.73,16.28,886.87,52.91,97.0,2.0,1.19306,0.146479,0.0143742,32.6920124,-103.075186,1159.08621,87.8376254,6.88416251,-6.8490968,,,,,,,,,,,,,,2023-04-19 14:24:16.863012+00:00,1.0674591625734486,0.014116691281940668,5.551041997518184,5.549778738854503,0.11841962662160177,-0.7156258,181.22237582662746,0.20376104924817642,0.3442462759823877,,,,,,,,0.12186086221822783,-0.9925471929633523,,,,,,,,,,,,
2023-04-19 07:24:17.063718-07:00,851.394017,5.43,-5.27,-0.8,-1.06,16.02,886.86,53.8,72.0,2.0,1.23678,0.157338,0.0571416,32.6920127,-103.075184,1159.08767,87.9673908,6.47899281,-6.4550942,2.29647,47.1207,13853.1,26.0256,11783.0,0.687599,-1.0,14.0,-1185.0,78.0,,0.0,,2023-04-19 14:24:17.063718+00:00,1.0684068948056542,0.014132810110561285,5.401453033373526,5.395647503572828,0.2503655106606614,-1.0028584,182.6566978470085,0.20341521535176757,0.3375431726336484,5.674555117940606,181.93843406822896,5.670233625675026,0.19090917141352004,-0.74635794,0.34817338151018895,0.20383825237702663,0.12619874135413206,-0.9920049786571804,-5.600807489673635,0.20066852697824764,2.295626007997973,0.0008439920020268943,0.0008439920020268943,0.005099019513592785,True,48.788437983721906,-1.6677379837219064,-1.6677379837219064,0.7071067811865476,True
2023-04-19 07:24:17.263442-07:00,851.593741,5.92,-5.79,-0.96,-0.77,16.35,886.86,52.67,72.0,2.0,1.30596,0.180329,0.0707175,32.6920131,-103.075181,1159.10061,87.9204764,6.07002935,-6.05438083,,,,,,,,,,,,,,2023-04-19 14:24:17.263442+00:00,1.067189021661316,0.01411230284773225,5.933250954022625,5.9316807517065415,0.1364930153689199,-0.6992825,181.31819195397603,0.20510993370476174,0.3579051982037097,,,,,,,,0.13678372689386756,-0.9906009348153392,,,,,,,,,,,,
2023-04-19 07:24:17.463158-07:00,851.793457,5.62,-5.52,-0.77,-0.79,16.5,886.85,52.2,91.0,2.0,1.34401,0.222537,0.136284,32.6920136,-103.075178,1159.12917,87.9664889,5.77687562,-5.76544199,,,,,,,,,,,,,,2023-04-19 14:24:17.463158+00:00,1.0666243332237835,0.014102957955956506,5.724273502231427,5.711738057078414,0.3786231578640572,-0.6537160000000001,183.7925089021169,0.20310205006008478,0.3473690458090613,,,,,,,,0.16335281708548813,-0.986567715440879,,,,,,,,,,,,
2023-04-19 07:24:17.663417-07:00,851.993716,5.37,-5.28,-0.37,-0.92,16.34,886.86,52.77,90.0,2.0,1.36981,0.229606,0.147762,32.692014,-103.075176,1159.17031,87.9548633,6.65969558,-6.65714161,,,,,,,,,,,,,,2023-04-19 14:24:17.663417+00:00,1.067225886113341,0.014112923392200133,5.552675007458289,5.4930386525635875,0.8116194304563662,-0.772238,188.40487992012203,0.20003384060037097,0.3385445803476122,,,,,,,,0.1653126347816753,-0.9862412142987842,,,,,,,,,,,,
2023-04-19 07:24:17.863063-07:00,852.193362,5.93,-5.75,-1.29,-0.66,16.76,886.86,51.32,79.0,2.0,1.3282,0.214808,0.118263,32.6920144,-103.075173,1159.2332999999999,87.9220925,7.23122623,-7.24510251,,,,,,,,,,,,,,2023-04-19 14:24:17.863063+00:00,1.0656797687935946,0.014086908141195854,5.916680381350965,5.914253772993098,-0.1694374329960846,-0.541737,178.35898230396361,0.2099118304233283,0.3558201346273895,,,,,,,,0.1596541631919954,-0.9871730082287824,,,,,,,,,,,,
2023-04-19 07:24:18.064308-07:00,852.394607,5.68,-5.53,-0.99,-0.87,16.6,886.85,51.81,77.0,2.0,1.34168,0.211808,0.141114,32.6920146,-103.07517,1159.28225,87.8022288,7.19475676,-7.18556183,2.29713,47.7709,13768.3,26.0239,11802.0,0.630681,-1.0,11.0,-1189.0,78.0,,0.0,,2023-04-19 14:24:18.064308+00:00,1.0662562143857424,0.014096763894422598,5.701502164491133,5.699774732964299,0.14033860893867112,-0.728886,181.41043920093995,0.20511553435868193,0.3476494001879441,5.623919947103785,183.1962533353218,5.605201487989811,0.30683826644102685,-0.56737638,0.34407276857415703,0.20416134403044833,0.15593656308585932,-0.9877670718813064,-5.488786156404401,0.19937253941095925,2.2958461255740166,0.0012838744259835444,0.0012838744259835444,0.005099019513592785,True,48.769193926280565,-0.9982939262805672,-0.9982939262805672,0.7071067811865476,True
2023-04-19 07:24:18.263625-07:00,852.593924,5.47,-5.4,-0.62,-0.58,16.91,886.86,50.79,76.0,2.0,1.36174,0.20035,0.10807,32.6920148,-103.075168,1159.3510999999999,87.7595215,7.33528012,-7.30609369,,,,,,,,,,,,,,2023-04-19 14:24:18.263625+00:00,1.0651286691406985,0.01407764056458595,5.597238517489242,5.571983819851837,0.5311076472566437,-0.47192999999999996,185.4448414702418,0.2010248010916506,0.343163568656485,,,,,,,,0.14556092226162387,-0.9893492901449646,,,,,,,,,,,,
2023-04-19 07:24:18.463300-07:00,852.793599,5.31,-5.21,-0.95,-0.41,16.5,886.86,52.14,48.0,2.0,1.36643,0.176503,0.0879091,32.6920149,-103.075165,1159.39016,87.8380489,7.25119944,-7.21283119,,,,,,,,,,,,,,2023-04-19 14:24:18.463300+00:00,1.066636360334718,0.014103001324745885,5.351503664729295,5.346956461576232,0.22056307854953783,-0.32209089999999996,182.3621237813416,0.20472071367820988,0.33518615905135396,,,,,,,,0.12810658931608443,-0.9917604054275408,,,,,,,,,,,,
2023-04-19 07:24:18.663433-07:00,852.993732,5.02,-4.94,-0.43,-0.8,16.8,886.86,51.15,87.0,2.0,1.40911,0.0854945,0.0854129,32.6920149,-103.075162,1159.4541299999999,87.9089687,6.87515775,-6.85539654,,,,,,,,,,,,,,2023-04-19 14:24:18.663433+00:00,1.0655327531331298,0.014084435576174777,5.069895160819852,5.0065155100209,0.7991491660664658,-0.7145871,189.06914895643246,0.2001972060854955,0.32551214747955803,,,,,,,,0.06056132805928299,-0.998164478201712,,,,,,,,,,,,
