Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,CH4,C2H6,H20,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC
2022-08-31 08:30:10.959102-06:00,0.0,2.65,0.14,-2.63,0.36,19.22,866.47,82.25,22.0,0.0,0.00014329,-0.000384601,0.000353335,33.9943302,-106.894679,1362.15076,-13.1191037,2.37409735,0.0291317186,,,,,,,,,,,,,,2022-08-31 14:30:10.959102+00:00
2022-08-31 08:30:11.160016-06:00,0.200914,2.89,0.72,-2.77,0.36,19.19,866.48,82.38,20.0,0.0,0.000226642,-0.000138119,-9.63541e-05,33.9943302,-106.894679,1362.1449,-13.1047792,2.37515298,0.031918783,,,,,,,,,,,,,,2022-08-31 14:30:11.160016+00:00
2022-08-31 08:30:11.359769-06:00,0.400667,3.23,0.31,-3.21,0.14,19.05,866.49,83.15,16.0,0.0,-8.57361e-05,-0.000221938,-0.000123106,33.9943303,-106.894679,1362.14575,-13.0906858,2.36989965,0.0374770906,,,,,,,,,,,,,,2022-08-31 14:30:11.359769+00:00
2022-08-31 08:30:11.559824-06:00,0.600722,3.01,0.24,-3.0,0.22,19.08,866.5,83.07,16.0,0.0,-9.08134e-05,-0.000437714,4.21417e-05,33.9943304,-106.894679,1362.1427,-13.0797286,2.36794853,0.0320940467,1.80044,17.7815,22972.1,27.2318,11886.0,-0.0476175,-1.0,10.0,-1197.0,88.0,,0.0,2022-08-31 07:30:09.827,2022-08-31 14:30:11.559824+00:00
2022-08-31 08:30:11.759839-06:00,0.800737,3.28,0.02,-3.28,-0.14,19.02,866.48,83.35,22.0,0.0,-0.00049283,0.000367107,-0.000155675,33.9943304,-106.894679,1362.14355,-13.0665695,2.37009562,0.0351992754,,,,,,,,,,,,,,2022-08-31 14:30:11.759839+00:00
2022-08-31 08:30:11.959644-06:00,1.000542,3.38,-0.05,-3.37,-0.27,19.07,866.48,83.03,22.0,0.0,0.000232451,-0.00038844,0.000479984,33.9943305,-106.894679,1362.14331,-13.0607819,2.37098047,0.035234627,,,,,,,,,,,,,,2022-08-31 14:30:11.959644+00:00
2022-08-31 08:30:12.159701-06:00,1.200599,3.12,0.06,-3.12,-0.08,19.04,866.49,83.11,16.0,0.0,-0.000410156,0.000523757,-0.00125677,33.9943306,-106.894679,1362.14026,-13.0442706,2.37246593,0.0426194772,,,,,,,,,,,,,,2022-08-31 14:30:12.159701+00:00
2022-08-31 08:30:12.360018-06:00,1.400916,2.93,0.05,-2.93,-0.11,19.05,866.48,83.14,15.0,0.0,-4.71676e-05,-4.86658e-07,-0.000794198,33.9943306,-106.894679,1362.13843,-13.0353813,2.37082646,0.0351872692,,,,,,,,,,,,,,2022-08-31 14:30:12.360018+00:00
2022-08-31 08:30:12.559061-06:00,1.599959,3.39,-0.33,-3.37,-0.09,19.11,866.48,82.91,18.0,0.0,-8.87555e-05,0.000502859,-0.00102516,33.9943307,-106.894679,1362.13647,-13.0280427,2.37027507,0.0358824545,,,,,,,,,,,,,,2022-08-31 14:30:12.559061+00:00
2022-08-31 08:30:12.759186-06:00,1.800084,3.24,-0.33,-3.22,-0.04,19.11,866.48,82.81,23.0,0.0,-0.000148866,-4.88492e-05,6.58808e-05,33.9943307,-106.894679,1362.14502,-13.0172608,2.37146136,0.0534895404,1.80315,17.338,22942.9,27.235,11858.0,-0.0559439,-1.0,11.0,-1186.0,88.0,,0.0,2022-08-31 07:30:10.851,2022-08-31 14:30:12.759186+00:00
2022-08-31 08:30:12.960036-06:00,2.000934,2.86,-0.12,-2.86,0.06,19.2,866.48,82.34,21.0,0.0,5.12008e-05,0.00051211,4.92093e-06,33.9943308,-106.894679,1362.14966,-13.000952,2.37156851,0.0426841773,,,,,,,,,,,,,,2022-08-31 14:30:12.960036+00:00
