Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,CH4,C2H6,H2O,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC
2022-11-16 09:12:40.977391-07:00,0.0,3.25,1.37,-2.94,-0.17,10.64,975.62,35.57,25.0,0.0,0.000572142,-0.000639809,0.00399304,32.821374,-111.787019,325.437531,-11.1013414,0.285490717,0.146899627,,,,,,,,,,,,,,2022-11-16 16:12:40.977391+00:00
2022-11-16 09:12:41.177436-07:00,0.200045,3.12,1.31,-2.83,-0.17,10.65,975.63,35.51,18.0,0.0,-0.000180388,0.000251159,0.00485379,32.8213739,-111.787019,325.442871,-11.0865738,0.285627725,0.150207878,,,,,,,,,,,,,,2022-11-16 16:12:41.177436+00:00
2022-11-16 09:12:41.378134-07:00,0.400743,3.27,1.56,-2.87,-0.13,10.62,975.63,35.58,20.0,0.0,0.000275194,0.000320171,0.00426077,32.8213739,-111.787019,325.450775,-11.0829734,0.288327207,0.147460732,,,,,,,,,,,,,,2022-11-16 16:12:41.378134+00:00
2022-11-16 09:12:41.578634-07:00,0.601243,3.11,1.54,-2.69,-0.11,10.62,975.63,35.58,25.0,0.0,8.14897e-05,0.000644907,0.00424702,32.8213738,-111.787019,325.449432,-11.0681646,0.288871324,0.152407047,1.975,20.2755,4105.74,25.1249,11823.0,0.0408409,-1.0,15.0,-1209.0,96.0,,0.0,2022-11-16 09:12:36.552,2022-11-16 16:12:41.578634+00:00
2022-11-16 09:12:41.777514-07:00,0.800123,3.11,1.56,-2.69,-0.09,10.59,975.64,35.65,20.0,0.0,-0.000108658,-0.00015623,0.0024568,32.8213738,-111.787019,325.444153,-11.059717,0.287471865,0.158236381,,,,,,,,,,,,,,2022-11-16 16:12:41.777514+00:00
2022-11-16 09:12:41.977718-07:00,1.000327,3.06,1.5,-2.67,-0.09,10.67,975.62,35.46,19.0,0.0,0.000495819,3.86714e-05,0.00210997,32.8213738,-111.787019,325.447632,-11.0573352,0.290277771,0.149039712,,,,,,,,,,,,,,2022-11-16 16:12:41.977718+00:00
2022-11-16 09:12:42.178287-07:00,1.200896,3.09,1.46,-2.72,-0.14,10.61,975.63,35.61,23.0,0.0,0.000529968,0.000115921,0.000829667,32.8213738,-111.787019,325.437469,-11.0428362,0.289046806,0.155561018,,,,,,,,,,,,,,2022-11-16 16:12:42.178287+00:00
2022-11-16 09:12:42.378187-07:00,1.400796,3.19,1.51,-2.81,-0.14,10.66,975.63,35.52,23.0,0.0,0.000309809,-0.000132946,0.00340993,32.8213738,-111.787019,325.4534,-11.03202,0.285438442,0.148847799,,,,,,,,,,,,,,2022-11-16 16:12:42.378187+00:00
2022-11-16 09:12:42.578380-07:00,1.600989,3.23,1.4,-2.9,-0.17,10.62,975.63,34.97,18.0,0.0,-0.000368372,0.000276888,0.00271788,32.8213738,-111.787019,325.448761,-11.0298292,0.287144371,0.147468843,1.9756,20.5178,4067.13,25.1276,11789.0,0.0508083,-1.0,14.0,-1184.0,96.0,,0.0,2022-11-16 09:12:37.576,2022-11-16 16:12:42.578380+00:00
2022-11-16 09:12:42.777926-07:00,1.800535,3.21,1.53,-2.81,-0.15,10.78,975.64,35.16,21.0,0.0,0.0003195,0.000328545,0.00339581,32.8213738,-111.787019,325.447998,-11.0150161,0.284971232,0.154503722,,,,,,,,,,,,,,2022-11-16 16:12:42.777926+00:00
2022-11-16 09:12:42.977676-07:00,2.000285,3.21,1.66,-2.75,-0.12,10.81,975.62,35.17,25.0,0.0,-4.73416e-05,-0.000188417,0.00296869,32.8213737,-111.787019,325.446686,-11.0096083,0.285417633,0.145792199,,,,,,,,,,,,,,2022-11-16 16:12:42.977676+00:00
2022-11-16 09:12:43.178283-07:00,2.200892,3.19,1.58,-2.77,-0.12,10.79,975.62,34.53,19.0,0.0,0.000292435,0.000374398,0.00336266,32.8213737,-111.787019,325.446045,-11.0014673,0.285466305,0.158590178,,,,,,,,,,,,,,2022-11-16 16:12:43.178283+00:00
2022-11-16 09:12:43.377832-07:00,2.400441,3.36,1.5,-3.0,-0.17,10.61,975.64,34.99,19.0,0.0,0.000244743,9.44648e-05,0.0029704,32.8213735,-111.787019,325.452423,-10.9883305,0.282531261,0.152572026,,,,,,,,,,,,,,2022-11-16 16:12:43.377832+00:00
2022-11-16 09:12:43.578752-07:00,2.601361,3.41,1.51,-3.05,-0.19,10.6,975.62,34.97,25.0,0.0,9.02436e-05,0.000598811,0.00268658,32.8213735,-111.787019,325.452393,-10.9876213,0.282449661,0.151389518,1.97588,20.4897,4031.81,25.1303,11788.0,0.0448988,-1.0,14.0,-1195.0,96.0,,0.0,2022-11-16 09:12:38.600,2022-11-16 16:12:43.578752+00:00
2022-11-16 09:12:43.777466-07:00,2.800075,3.26,1.6,-2.83,-0.13,10.65,975.62,35.47,24.0,0.0,0.000245158,-0.000213565,0.00276677,32.8213735,-111.787019,325.451935,-10.9758926,0.280049738,0.158358604,,,,,,,,,,,,,,2022-11-16 16:12:43.777466+00:00
2022-11-16 09:12:43.977354-07:00,2.999963,3.37,1.75,-2.88,-0.1,10.71,975.62,34.67,18.0,0.0,-0.0002514,0.000499165,0.00219156,32.8213735,-111.787019,325.45047,-10.9665343,0.277447587,0.148677363,,,,,,,,,,,,,,2022-11-16 16:12:43.977354+00:00
2022-11-16 09:12:44.177901-07:00,3.20051,3.41,1.77,-2.92,-0.1,10.7,975.62,34.83,21.0,0.0,6.09093e-05,-5.56108e-05,0.00170899,32.8213735,-111.787019,325.446198,-10.9600849,0.279356963,0.151235478,,,,,,,,,,,,,,2022-11-16 16:12:44.177901+00:00
2022-11-16 09:12:44.377474-07:00,3.400083,3.25,1.9,-2.63,-0.1,10.85,975.61,34.39,26.0,0.0,0.000289723,2.95526e-05,0.00365444,32.8213735,-111.787019,325.444153,-10.9483648,0.280205522,0.145419739,,,,,,,,,,,,,,2022-11-16 16:12:44.377474+00:00
2022-11-16 09:12:44.578801-07:00,3.60141,3.23,1.94,-2.58,-0.12,10.75,975.62,34.63,21.0,0.0,0.000138826,9.51809e-05,0.00415523,32.8213735,-111.787019,325.441437,-10.941745,0.280085331,0.149328955,1.97495,20.4499,4016.58,25.1325,11801.0,0.0591474,-1.0,14.0,-1194.0,96.0,,0.0,2022-11-16 09:12:39.624,2022-11-16 16:12:44.578801+00:00
2022-11-16 09:12:44.777597-07:00,3.800206,3.19,1.49,-2.81,-0.12,10.78,975.62,34.56,19.0,0.0,0.000441445,-0.000579496,0.00468717,32.8213735,-111.787019,325.447815,-10.9351948,0.282650833,0.147933257,,,,,,,,,,,,,,2022-11-16 16:12:44.777597+00:00
2022-11-16 09:12:44.978074-07:00,4.000683,3.12,1.37,-2.8,-0.11,10.96,975.62,34.15,24.0,0.0,0.000538366,-0.000775505,0.00320184,32.8213735,-111.787019,325.449066,-10.9212308,0.283313971,0.155571757,,,,,,,,,,,,,,2022-11-16 16:12:44.978074+00:00
2022-11-16 09:12:45.177442-07:00,4.200051,3.16,1.48,-2.79,-0.08,10.98,975.63,34.05,24.0,0.0,0.000509537,-0.00019304,0.00325301,32.8213735,-111.787019,325.445312,-10.9189201,0.281946424,0.146598404,,,,,,,,,,,,,,2022-11-16 16:12:45.177442+00:00
2022-11-16 09:12:45.377439-07:00,4.400048,3.45,1.48,-3.11,-0.2,10.59,975.63,34.99,19.0,0.0,0.000344318,7.86663e-05,0.00207191,32.8213734,-111.787019,325.436768,-10.9007649,0.281946379,0.153615994,,,,,,,,,,,,,,2022-11-16 16:12:45.377439+00:00
