Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,CH4,C2H6,H2O,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC
2023-02-28 08:51:57.675439-07:00,0.0,0.66,0.47,-0.46,0.06,9.12,857.1,43.7,34.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:51:57.675439+00:00
2023-02-28 08:51:57.869296-07:00,0.193857,0.68,0.52,-0.44,-0.0,9.05,857.11,43.91,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:51:57.869296+00:00
2023-02-28 08:51:58.069516-07:00,0.394077,0.72,0.59,-0.41,0.02,8.98,857.1,44.15,43.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:51:58.069516+00:00
2023-02-28 08:51:58.269716-07:00,0.594277,0.69,0.62,-0.29,0.03,8.91,857.11,44.38,33.0,-1.0,,,,,,,,,,0.168834,3.21911,128.153,21.629,11822.0,0.545601,-1.0,19.0,-1172.0,96.0,,0.0,2023-02-28 08:51:54.147,2023-02-28 15:51:58.269716+00:00
2023-02-28 08:51:58.469525-07:00,0.794086,0.56,0.48,-0.29,0.06,9.1,857.1,43.86,33.0,-1.0,,,,,,,,,,0.168834,3.21911,128.153,21.629,11822.0,0.545601,-1.0,19.0,-1172.0,96.0,,0.0,2023-02-28 08:51:54.147,2023-02-28 15:51:58.469525+00:00
2023-02-28 08:51:58.669410-07:00,0.993971,0.71,0.38,-0.59,0.02,8.63,857.1,45.33,43.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:51:58.669410+00:00
2023-02-28 08:51:58.869295-07:00,1.193856,0.53,0.41,-0.35,0.0,9.12,857.1,43.86,33.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:51:58.869295+00:00
2023-02-28 08:51:59.069360-07:00,1.393921,0.55,0.5,-0.22,0.05,9.0,857.1,44.22,34.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:51:59.069360+00:00
2023-02-28 08:51:59.269147-07:00,1.593708,0.53,0.5,-0.16,0.07,9.47,857.12,42.71,42.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:51:59.269147+00:00
2023-02-28 08:51:59.469343-07:00,1.793904,0.45,0.35,-0.15,0.24,10.61,857.1,39.59,32.0,-1.0,,,,,,,,,,0.324013,6.07485,793.887,21.6379,11865.0,0.659507,-1.0,17.0,-1203.0,96.0,,0.0,2023-02-28 08:51:55.171,2023-02-28 15:51:59.469343+00:00
2023-02-28 08:51:59.669097-07:00,1.993658,0.42,0.4,0.1,-0.09,8.79,857.11,44.72,35.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:51:59.669097+00:00
2023-02-28 08:51:59.869118-07:00,2.193679,0.48,0.36,-0.32,0.02,8.67,857.1,45.2,42.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:51:59.869118+00:00
2023-02-28 08:52:00.069117-07:00,2.393678,0.38,0.33,-0.18,-0.01,9.05,857.11,44.07,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:52:00.069117+00:00
2023-02-28 08:52:00.269595-07:00,2.594156,0.38,0.37,-0.12,0.02,9.4,857.1,43.1,36.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:52:00.269595+00:00
2023-02-28 08:52:00.469334-07:00,2.793895,0.57,0.55,-0.13,0.05,8.87,857.1,44.66,41.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:52:00.469334+00:00
2023-02-28 08:52:00.669788-07:00,2.994349,0.52,0.51,-0.11,0.01,9.2,857.12,43.66,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:52:00.669788+00:00
2023-02-28 08:52:00.869547-07:00,3.194108,0.49,0.48,-0.1,0.06,9.58,857.12,42.68,37.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:52:00.869547+00:00
2023-02-28 08:52:01.069810-07:00,3.394371,0.54,0.51,-0.19,0.03,9.27,857.11,43.47,41.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:52:01.069810+00:00
2023-02-28 08:52:01.269247-07:00,3.593808,0.68,0.63,-0.26,0.0,8.79,857.11,44.96,31.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-02-28 15:52:01.269247+00:00
