Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,CH4,C2H6,H2O,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC
2023-08-31 10:50:14.175957-07:00,0.0,1.62,0.18,1.6,-0.23,26.5,862.91,56.58,28.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:14.175957+00:00
2023-08-31 10:50:14.376592-07:00,0.200635,1.81,0.15,1.8,-0.16,26.16,862.91,57.84,26.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:14.376592+00:00
2023-08-31 10:50:14.576566-07:00,0.400609,2.27,0.32,2.25,-0.08,25.85,862.92,58.79,22.0,-1.0,,,,,,,,,,1.87018,14.6826,18291.1,34.9991,,-0.291028,-1.0,,,,,,,2023-08-31 17:50:14.576566+00:00
2023-08-31 10:50:14.776302-07:00,0.600345,2.32,0.31,2.29,-0.16,25.8,862.91,59.17,19.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:14.776302+00:00
2023-08-31 10:50:14.976497-07:00,0.80054,2.26,-0.41,2.22,-0.13,25.19,862.91,61.2,19.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:14.976497+00:00
2023-08-31 10:50:15.175825-07:00,0.999868,2.18,-0.14,2.17,-0.01,25.4,862.91,60.57,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:15.175825+00:00
2023-08-31 10:50:15.376188-07:00,1.200231,2.34,-0.21,2.32,-0.07,25.34,862.91,60.8,25.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:15.376188+00:00
2023-08-31 10:50:15.576102-07:00,1.400145,2.4,-0.69,2.28,0.23,24.64,862.9,63.38,28.0,-1.0,,,,,,,,,,1.87145,14.2195,18429.6,35.0026,,-0.301284,-1.0,,,,,,,2023-08-31 17:50:15.576102+00:00
2023-08-31 10:50:15.775695-07:00,1.599738,2.24,-0.53,2.17,0.09,24.87,862.89,62.57,26.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:15.775695+00:00
2023-08-31 10:50:15.975905-07:00,1.799948,2.42,-0.24,2.41,-0.08,24.75,862.91,63.04,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:15.975905+00:00
2023-08-31 10:50:16.175942-07:00,1.999985,2.36,-0.37,2.33,-0.08,25.06,862.9,61.82,19.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:16.175942+00:00
2023-08-31 10:50:16.376289-07:00,2.200332,2.5,-0.91,2.32,0.23,25.32,862.9,60.97,19.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:16.376289+00:00
2023-08-31 10:50:16.576686-07:00,2.400729,2.39,-0.81,2.24,0.22,25.17,862.9,61.53,21.0,-1.0,,,,,,,,,,1.87224,14.1055,18159.3,35.0059,,-0.338351,-1.0,,,,,,,2023-08-31 17:50:16.576686+00:00
2023-08-31 10:50:16.776548-07:00,2.600591,1.86,-0.81,1.66,0.18,25.44,862.9,60.59,24.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:16.776548+00:00
2023-08-31 10:50:16.975750-07:00,2.799793,1.97,-0.74,1.81,0.27,25.35,862.89,60.83,28.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:16.975750+00:00
2023-08-31 10:50:17.175814-07:00,2.999857,1.86,-0.76,1.69,0.19,25.79,862.9,59.42,24.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:17.175814+00:00
2023-08-31 10:50:17.376665-07:00,3.200708,1.58,-0.79,1.36,-0.17,25.62,862.9,60.05,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:17.376665+00:00
2023-08-31 10:50:17.576424-07:00,3.400467,0.92,-0.8,0.37,0.25,25.71,862.91,59.72,20.0,-1.0,,,,,,,,,,1.88069,14.2746,17988.9,35.0089,,-0.509631,-1.0,,,,,,,2023-08-31 17:50:17.576424+00:00
2023-08-31 10:50:17.775905-07:00,3.599948,1.05,-1.03,0.03,0.16,25.97,862.9,58.8,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:17.775905+00:00
2023-08-31 10:50:17.976120-07:00,3.800163,1.1,-1.05,-0.1,0.31,26.45,862.91,56.54,22.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:17.976120+00:00
2023-08-31 10:50:18.176211-07:00,4.000254,1.01,-0.96,0.05,0.31,26.6,862.91,56.72,26.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:18.176211+00:00
2023-08-31 10:50:18.376564-07:00,4.200607,1.21,-0.2,1.19,-0.11,26.29,862.91,57.7,28.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:18.376564+00:00
2023-08-31 10:50:18.577578-07:00,4.401621,1.56,-0.32,1.52,0.06,25.95,862.91,58.92,23.0,-1.0,,,,,,,,,,1.87279,14.3926,18105.5,35.0129,,-0.543257,-1.0,,,,,,,2023-08-31 17:50:18.577578+00:00
2023-08-31 10:50:18.775930-07:00,4.599973,2.1,0.19,2.09,-0.15,26.0,862.91,58.74,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:18.775930+00:00
2023-08-31 10:50:18.976319-07:00,4.800362,1.69,0.43,1.62,-0.13,26.14,862.9,57.04,19.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:18.976319+00:00
2023-08-31 10:50:19.176064-07:00,5.000107,1.66,0.25,1.64,-0.06,26.21,862.91,57.5,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:19.176064+00:00
2023-08-31 10:50:19.376385-07:00,5.200428,1.8,0.32,1.77,0.04,26.04,862.9,57.43,22.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:19.376385+00:00
2023-08-31 10:50:19.578096-07:00,5.402139,2.47,0.64,2.37,-0.18,25.61,862.9,59.63,28.0,-1.0,,,,,,,,,,1.87447,13.35,18450.1,35.0166,,-0.559665,-1.0,,,,,,,2023-08-31 17:50:19.578096+00:00
2023-08-31 10:50:19.776488-07:00,5.600531,2.63,0.46,2.58,-0.14,25.61,862.9,59.66,29.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:19.776488+00:00
2023-08-31 10:50:19.976592-07:00,5.800635,2.09,0.27,2.07,-0.0,25.85,862.91,58.81,22.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:19.976592+00:00
2023-08-31 10:50:20.175773-07:00,5.999816,1.82,-0.18,1.81,0.07,25.97,862.9,58.48,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:20.175773+00:00
2023-08-31 10:50:20.376639-07:00,6.200682,1.74,-0.17,1.73,0.13,25.43,862.9,60.34,18.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:20.376639+00:00
2023-08-31 10:50:20.577171-07:00,6.401214,2.52,0.33,2.49,-0.18,25.66,862.91,59.53,22.0,-1.0,,,,,,,,,,1.86738,15.3434,18726.6,35.0207,,-0.610549,-1.0,,,,,,,2023-08-31 17:50:20.577171+00:00
2023-08-31 10:50:20.776592-07:00,6.600635,2.7,0.47,2.63,-0.41,25.69,862.89,59.54,23.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:20.776592+00:00
2023-08-31 10:50:20.975741-07:00,6.799784,2.45,0.52,2.39,-0.07,25.45,862.9,60.32,26.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:20.975741+00:00
2023-08-31 10:50:21.175916-07:00,6.999959,2.56,0.52,2.51,-0.08,25.02,862.89,61.89,26.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:21.175916+00:00
2023-08-31 10:50:21.376462-07:00,7.200505,2.11,0.11,2.1,-0.21,25.3,862.91,61.04,23.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:21.376462+00:00
2023-08-31 10:50:21.577461-07:00,7.401504,2.33,0.43,2.27,-0.3,25.13,862.91,61.62,20.0,-1.0,,,,,,,,,,1.86853,14.1539,18812.6,35.0246,,-0.583133,-1.0,,,,,,,2023-08-31 17:50:21.577461+00:00
2023-08-31 10:50:21.776204-07:00,7.600247,2.13,0.36,2.09,-0.25,24.88,862.92,62.71,19.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:21.776204+00:00
2023-08-31 10:50:21.976539-07:00,7.800582,2.3,0.63,2.19,-0.32,25.09,862.91,61.82,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:21.976539+00:00
2023-08-31 10:50:22.176299-07:00,8.000342,2.12,0.08,2.11,-0.09,24.93,862.89,62.27,23.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:22.176299+00:00
2023-08-31 10:50:22.376581-07:00,8.200624,2.97,-0.3,2.96,0.13,24.77,862.9,63.07,26.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:22.376581+00:00
2023-08-31 10:50:22.577314-07:00,8.401357,2.7,-0.32,2.68,0.07,24.42,862.89,64.41,26.0,-1.0,,,,,,,,,,1.87014,13.5738,18533.5,35.0285,,-0.52473,-1.0,,,,,,,2023-08-31 17:50:22.577314+00:00
2023-08-31 10:50:22.776206-07:00,8.600249,2.14,0.16,2.13,-0.08,24.71,862.9,63.31,22.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:22.776206+00:00
2023-08-31 10:50:22.975850-07:00,8.799893,2.28,0.52,2.22,-0.11,24.7,862.91,63.38,20.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:22.975850+00:00
2023-08-31 10:50:23.176023-07:00,9.000066,2.1,0.26,2.08,-0.09,25.0,862.91,62.22,19.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:23.176023+00:00
2023-08-31 10:50:23.376650-07:00,9.200693,1.8,0.35,1.77,-0.03,26.05,862.91,58.57,21.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-31 17:50:23.376650+00:00
