Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,CH4,C2H6,H20,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC
2023-08-10 11:55:27.136962-07:00,0.0,3.82,-1.43,-3.53,0.28,26.39,860.92,46.42,26.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-10 18:55:27.136962+00:00
2023-08-10 11:55:27.346554-07:00,0.209592,3.27,-1.26,-2.98,0.41,26.34,860.93,46.47,26.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-10 18:55:27.346554+00:00
2023-08-10 11:55:27.556813-07:00,0.419851,3.59,-1.52,-3.22,0.46,26.46,860.94,46.12,27.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-10 18:55:27.556813+00:00
2023-08-10 11:55:27.766750-07:00,0.629788,3.5,-1.01,-3.34,0.32,26.38,860.93,46.45,27.0,-1.0,,,,,,,,,,1.82925,8.56083,17919.6,41.3912,10881.0,-0.39525,-1.0,13.0,-1412.0,58.0,,0.0,,2023-08-10 18:55:27.766750+00:00
2023-08-10 11:55:27.977047-07:00,0.840085,2.68,-0.69,-2.53,0.54,26.28,860.92,46.61,27.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-10 18:55:27.977047+00:00
2023-08-10 11:55:28.186920-07:00,1.049958,2.93,-0.18,-2.84,0.72,26.31,860.93,46.53,28.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-10 18:55:28.186920+00:00
2023-08-10 11:55:28.397056-07:00,1.260094,3.28,-1.01,-3.08,0.51,26.47,860.93,46.21,30.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-10 18:55:28.397056+00:00
2023-08-10 11:55:28.598826-07:00,1.461864,3.65,-1.47,-3.3,0.48,26.55,860.93,45.95,31.0,-1.0,,,,,,,,,,1.82519,9.92881,17956.9,41.3909,10907.0,-0.390521,-1.0,14.0,-1412.0,58.0,,0.0,,2023-08-10 18:55:28.598826+00:00
2023-08-10 11:55:28.798228-07:00,1.661266,4.02,-1.46,-3.73,0.32,26.48,860.93,46.19,32.0,-1.0,,,,,,,,,,1.82519,9.92881,17956.9,41.3909,10907.0,-0.390521,-1.0,14.0,-1412.0,58.0,,0.0,,2023-08-10 18:55:28.798228+00:00
2023-08-10 11:55:28.998453-07:00,1.861491,3.73,-1.69,-3.3,0.42,26.47,860.92,46.14,32.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,2023-08-10 18:55:28.998453+00:00
