Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,CH4,C2H6,H2O,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC,Rho,Rho_err,Sc,V,U,W,WD,V_err,U_err,Sc_avg,WD_avg,V_avg,U_avg,W_avg,U_err_avg,V_err_avg,Nx,Ny,cross_wind,cross_wind_err,CH4_sub,CH4_res,CH4_adj,CH4_adj_err,BG_Samples_CH4,C2H6_sub,C2H6_res,C2H6_adj,C2H6_adj_err,BG_Samples_C2H6
2023-04-19 07:42:25.663086-07:00,6.478596,3.6,-3.56,0.1,0.55,18.99,887.33,47.84,86.0,0.0,-0.00321757,0.00195014,-0.00361765,32.6911163,-103.07525,1154.58962,101.984349,-0.119808696,0.237283424,2.48616,95.966,13335.0,26.609,11619.0,0.971154,0.160023,14.0,-1191.0,74.0,,0.0,,2023-04-19 14:42:25.663086+00:00,1.058105543393623,0.013952386586176183,3.5625453115353296,3.463593204348888,0.8338172530780116,0.54638235,193.53568842865087,0.24241357990909343,0.2370821210061104,3.5973251460417117,194.22494358554985,3.481936924108531,0.8908833547179394,0.46988799640000006,0.23783779777322755,0.24252571987816074,0.5183206833684837,0.8551863359481534,3.439468149349968,0.18852790780902695,,,,,,,,,,
2023-04-19 07:42:25.863339-07:00,6.678849,3.53,-3.53,0.14,0.16,18.99,887.33,47.23,92.0,0.0,7.27934e-05,0.000174237,-0.00274447,32.6911163,-103.07525,1154.58865,101.98548,-0.123324134,0.240078704,,,,,,,,,,,,,,2023-04-19 14:42:25.863339+00:00,1.058105543393623,0.013952386586176183,3.532961910672775,3.4241482181112137,0.8700740443608388,0.15725553,194.2570918736775,0.2424459429276284,0.235707555906694,,,,,,,,0.922710536416469,-0.3854935355956465,,,,,,,,,,,,
2023-04-19 07:42:26.063088-07:00,6.878598,3.65,-3.61,0.22,0.5,18.85,887.33,48.3,84.0,0.0,-0.00244301,0.00124005,-0.000850183,32.6911163,-103.07525,1154.5973099999999,101.990579,-0.12215197,0.236847836,,,,,,,,,,,,,,2023-04-19 14:42:26.063088+00:00,1.0586128542705924,0.013960880420081511,3.617241501464355,3.48677106598493,0.9627375620211424,0.499149817,195.4354407414616,0.24254745743107015,0.23793879102061105,,,,,,,,0.45262056682466706,0.891703214352913,,,,,,,,,,,,
2023-04-19 07:42:26.262893-07:00,7.078403,3.53,-3.5,0.45,0.06,18.82,887.34,47.73,79.0,0.0,-0.00203418,0.00145328,0.000654049,32.6911163,-103.07525,1154.58682,101.992475,-0.126167677,0.245708431,,,,,,,,,,,,,,2023-04-19 14:42:26.262893+00:00,1.0587335585837423,0.013962744346111949,3.5295093042483403,3.331562974722407,1.1653858048879724,0.060654048999999995,199.27991476481952,0.24302330692796278,0.23230197975856925,,,,,,,,0.5813161375532611,0.813677791401583,,,,,,,,,,,,
2023-04-19 07:42:26.463561-07:00,7.279071,3.12,-3.03,0.76,0.06,18.44,887.33,49.56,81.0,0.0,-0.00078476,0.000677691,-0.00028051,32.6911162,-103.07525,1154.5846199999999,101.997,-0.127952543,0.242132554,2.4902,95.1457,13354.0,26.6113,11678.0,0.969711,0.154956,11.0,-1207.0,74.0,,0.0,,2023-04-19 14:42:26.463561+00:00,1.0601013527453378,0.01398581576865791,3.1241236812889923,2.806523941558093,1.3724329278518161,0.05971949,206.0593370468779,0.2441770861818535,0.21428087635358462,3.3259293708521995,196.66006780736285,3.167904483696213,0.951570290196807,0.1829864992,0.2266765815815448,0.2429924997032226,0.6535887841779185,0.756849853799834,3.019563714366878,0.1695598516812245,,,,,,,,,,
2023-04-19 07:42:26.663472-07:00,7.478982,3.3,-3.3,0.21,0.04,18.38,887.33,49.68,90.0,0.0,-0.00209415,0.000812931,0.00210059,32.6911162,-103.07525,1154.5904799999998,102.000004,-0.12430921,0.244408602,,,,,,,,,,,,,,2023-04-19 14:42:26.663472+00:00,1.0603195329709225,0.013989472436184236,3.3068940420424973,3.1850384961100136,0.8894256481535883,0.04210059,195.60245181165004,0.24255901982047623,0.22710957773400545,,,,,,,,0.3618813878755424,0.9322241474609372,,,,,,,,,,,,
2023-04-19 07:42:26.863508-07:00,7.679018,3.06,-3.04,-0.27,0.25,18.53,887.33,49.33,90.0,0.0,-0.000255673,-5.78472e-05,0.00330855,32.6911161,-103.07525,1154.5855999999999,102.003281,-0.125347555,0.242637779,,,,,,,,,,,,,,2023-04-19 14:42:26.863508+00:00,1.0597742507097265,0.013980334406955992,3.051878325216813,3.0296259401056216,0.36786950806951585,0.25330855,186.9231946720052,0.2426556281547502,0.22175168304095372,,,,,,,,0.2206767735268727,-0.9753469954973816,,,,,,,,,,,,
2023-04-19 07:42:27.062867-07:00,7.878377,2.78,-2.72,-0.19,0.53,18.64,887.33,48.99,81.0,0.0,-0.0017006,0.000176371,0.00215854,32.6911161,-103.07525,1154.5736299999999,102.008372,-0.12655038,0.244557907,,,,,,,,,,,,,,2023-04-19 14:42:27.062867+00:00,1.0593747333596526,0.013973640889350249,2.7265660909561498,2.7001855601834626,0.37836568148898014,0.5321585400000001,187.97667993428715,0.24255651271144593,0.2108197811418561,,,,,,,,0.10315774564725737,0.9946650086903508,,,,,,,,,,,,
2023-04-19 07:42:27.263212-07:00,8.078722,3.39,-3.35,-0.12,0.44,18.87,887.32,48.34,79.0,0.0,0.000141467,5.46668e-05,0.00162261,32.6911161,-103.07525,1154.57217,102.01275,-0.121761793,0.239840552,,,,,,,,,,,,,,2023-04-19 14:42:27.263212+00:00,1.058528422006475,0.013959623940587295,3.352226881177131,3.30166957769927,0.5800026401506115,0.44162261,189.96346087988513,0.24250169116972153,0.2312269992342345,,,,,,,,0.360451460898063,-0.9327779716183547,,,,,,,,,,,,
2023-04-19 07:42:27.463146-07:00,8.278656,3.05,-3.04,0.09,0.21,18.85,887.33,47.62,86.0,0.0,-0.000976466,0.000282687,0.00222114,32.6911161,-103.07525,1154.57107,102.016909,-0.122631418,0.239799304,2.49104,95.8071,13372.0,26.6133,11685.0,0.973837,0.152122,11.0,-1213.0,74.0,,0.0,,2023-04-19 14:42:27.463146+00:00,1.0586128542705924,0.013960880420081511,3.0413752699482055,2.9549267025905896,0.7199803573498552,0.21222114,193.69353680486677,0.24249336863042925,0.21916608310343802,3.012862026068809,189.41293958584336,2.9694250926016794,0.488169384325433,0.39997304600000005,0.2200349805185226,0.24259675855055352,0.2780814843106847,0.9605574881721377,2.988054375253036,0.22448269727364592,,,,,,,,,,
2023-04-19 07:42:27.663651-07:00,8.479161,2.55,-2.53,-0.09,0.33,18.09,887.33,49.94,93.0,0.0,0.00111787,7.45307e-05,0.00225172,32.6911161,-103.07525,1154.5637499999998,102.020224,-0.122820816,0.239985748,,,,,,,,,,,,,,2023-04-19 14:42:27.663651+00:00,1.0613753380271016,0.014007173746010139,2.5318677078465837,2.493345260080374,0.4399812542268658,0.33225172000000003,190.0075151377434,0.24250208023279735,0.20431774013327245,,,,,,,,0.06652437190765088,-0.997784800416549,,,,,,,,,,,,
2023-04-19 07:42:27.863418-07:00,8.678928,3.45,-3.39,-0.39,0.48,18.9,887.32,47.53,87.0,0.0,-0.00176467,8.19069e-05,0.00161122,32.6911162,-103.07525,1154.5656999999999,102.015831,-0.122993862,0.240130091,,,,,,,,,,,,,,2023-04-19 14:42:27.863418+00:00,1.0584196877052934,0.013957803282558237,3.412274180415976,3.3969983624547004,0.3225169884108522,0.48161122,185.42350517243426,0.24293014000837335,0.2346442989798121,,,,,,,,0.04636493774952402,0.9989245679967446,,,,,,,,,,,,
2023-04-19 07:42:28.063611-07:00,8.879121,3.29,-3.25,-0.39,0.37,18.93,887.33,48.11,80.0,0.0,0.00124414,0.000214386,0.00162036,32.6911162,-103.07525,1154.56875,102.013808,-0.121095933,0.238277492,,,,,,,,,,,,,,2023-04-19 14:42:28.063611+00:00,1.058322902790376,0.013956025514596111,3.273642235058899,3.2602086438482014,0.296265221953063,0.37162036,185.19238290686172,0.24292488058236306,0.22974296458184834,,,,,,,,0.16981391876356974,-0.9854761453196925,,,,,,,,,,,,
2023-04-19 07:42:28.263703-07:00,9.079213,4.38,-4.27,-0.93,0.34,17.31,887.32,53.21,81.0,0.0,-0.00137128,0.000371647,0.00168777,32.6911162,-103.07525,1154.5719199999999,102.018406,-0.121724261,0.238262765,,,,,,,,,,,,,,2023-04-19 14:42:28.263703+00:00,1.0642135570967803,0.014054967662027172,4.370481260747244,4.370426582559168,-0.021861770353984202,0.34168777,179.7133971471601,0.24510090757281006,0.27193843091983655,,,,,,,,0.2615850933033858,0.9651804178294641,,,,,,,,,,,,
2023-04-19 07:42:28.463229-07:00,9.278739,4.47,-4.39,-0.72,0.44,17.49,887.28,52.67,89.0,0.0,0.00108087,-0.000356712,0.00212021,32.6911162,-103.07525,1154.5768099999998,102.019773,-0.126762484,0.247653239,2.48434,95.077,13376.5,26.6161,11628.0,0.973848,0.151129,15.0,-1178.0,74.0,,0.0,,2023-04-19 14:42:28.463229+00:00,1.0635065207253034,0.01404372707201562,4.4483463245803065,4.443335465534725,0.2110804683726848,0.44212021,182.71978894182104,0.2440547798319045,0.27490237744345775,4.3123629299318065,185.34294414558934,4.282447418798594,0.4111201732222458,0.48061178800000004,0.2689459838363021,0.24346644375742713,0.31339718219406854,0.9496221386387418,4.19555078027847,0.22113705533756586,,,,,,,,,,
2023-04-19 07:42:28.663732-07:00,9.479242,4.68,-4.64,-0.2,0.56,17.6,887.31,51.63,91.0,0.0,0.00015579,0.000551136,0.00337143,32.6911162,-103.07525,1154.5904799999998,102.02529,-0.123111715,0.238504545,,,,,,,,,,,,,,2023-04-19 14:42:28.663732+00:00,1.063140107107992,0.01403710059472406,4.644877697584228,4.580398427964953,0.7712581063506196,0.56337143,189.55793837312373,0.24261278561930855,0.2804207285548513,,,,,,,,0.9622937859238901,-0.2720122599668373,,,,,,,,,,,,
