Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,CH4,C2H6,H2O,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC,Rho,Rho_err,Sc,V,U,W,WD,V_err,U_err,Sc_avg,WD_avg,V_avg,U_avg,W_avg,U_err_avg,V_err_avg,Nx,Ny,cross_wind,cross_wind_err,CH4_sub,CH4_res,CH4_adj,CH4_adj_err,BG_Samples_CH4,C2H6_sub,C2H6_res,C2H6_adj,C2H6_adj_err,BG_Samples_C2H6
2023-06-29 09:57:36.828273-07:00,531.056108,2.92,-2.55,1.38,-0.34,24.11,855.76,52.94,3.0,2.0,2.54002,-0.968273,0.00899266,33.9946513,-106.895908,1472.45254,-69.6405608,2.39392204,0.652355857,,,,,,,,,,,,,,2023-06-29 16:57:36.828273+00:00,1.0028832063829696,0.013522901739437675,2.90116270892286,-2.8788570677228345,0.3590641269563326,-0.33100734000000004,352.8905239945214,0.265045462198349,0.15978705219116435,,,,,,,,0.3562029551907299,0.9344086122855413,,,,,,,,,,,,
2023-06-29 09:57:37.028039-07:00,531.255874,2.95,-2.59,1.41,-0.12,24.18,855.75,52.91,357.0,2.0,2.63982,-1.02581,0.00513941,33.9946492,-106.895902,1472.4572999999998,-69.6438064,2.76914184,0.81976358,,,,,,,,,,,,,,2023-06-29 16:57:37.028039+00:00,1.0026353824932546,0.013518886358246317,2.992768189551482,-2.963583876893093,0.41693169825591303,-0.11486059,351.9919019739599,0.2651769883268579,0.16061421849793614,,,,,,,,0.3622049728527289,0.9320984699272679,,,,,,,,,,,,
2023-06-29 09:57:37.229028-07:00,531.456863,2.95,-2.55,1.48,-0.12,24.23,855.76,52.64,80.0,2.0,2.81469,-1.08964,-0.000652493,33.994647,-106.895897,1472.4605999999999,-69.6078117,2.75359857,0.771047896,1.87933,12.578,14070.6,34.6386,11678.0,-0.714779,-1.0,11.0,-1268.0,87.0,,0.0,,2023-06-29 16:57:37.229028+00:00,1.0024785188291125,0.013516087089866081,3.0127240715698487,-2.9641327402436737,0.538909481853806,-0.120652493,349.69559780262205,0.2655702651744973,0.15860561492131534,3.119855428677293,352.40286991877656,-3.0910653045193706,0.4090433039420717,-0.1783052766,0.16282669611869818,0.2656941442812374,0.3610178974055172,0.9325588870162032,-2.7349284665400124,0.23203768226179913,1.8803679224883187,-0.0010379224883187987,-0.0010379224883187987,0.005099019513592785,True,11.775665148187926,,0.8023348518120734,0.7071067811865476,False
2023-06-29 09:57:37.427947-07:00,531.655782,3.46,-3.0,1.72,-0.18,23.87,855.75,53.83,99.0,2.0,2.90985,-1.14461,-0.00405136,33.9946446,-106.89589,1472.4605999999999,-69.6627578,2.49381382,0.745508436,,,,,,,,,,,,,,2023-06-29 16:57:37.427947+00:00,1.0036818338048594,0.013536512661683958,3.369442074820093,-3.359821933200717,0.25443363132913843,-0.18405136,355.6693533507601,0.2667320874189785,0.16940330882595986,,,,,,,,0.3660553456012136,0.9305930818337175,,,,,,,,,,,,
2023-06-29 09:57:37.627415-07:00,531.85525,3.25,-2.82,1.61,-0.13,24.02,855.75,53.4,3.0,2.0,2.9615,-1.19939,-0.0109546,33.9946421,-106.895884,1472.4582799999998,-69.7751162,2.49462102,0.888650923,,,,,,,,,,,,,,2023-06-29 16:57:37.627415+00:00,1.0031752137723169,0.013527977953627078,3.323180098522181,-3.288930904536536,0.47587758131516855,-0.1409546,351.7669724720194,0.2659459182875043,0.16572328615711518,,,,,,,,0.37537766245354043,0.9268719493710638,,,,,,,,,,,,
2023-06-29 09:57:37.828096-07:00,532.055931,3.49,-2.6,2.32,-0.25,23.95,855.76,53.57,11.0,2.0,3.01679,-1.23803,0.00147823,33.9946395,-106.895878,1472.46157,-69.7964652,2.92531634,1.48587463,,,,,,,,,,,,,,2023-06-29 16:57:37.828096+00:00,1.0034232983150508,0.013531998851689712,2.877422825129106,-2.876830320759826,-0.058390240031060525,-0.24852177,361.1627571515386,0.27048509888243977,0.15259623783625673,,,,,,,,0.37965414533499,0.9251284937401714,,,,,,,,,,,,
2023-06-29 09:57:38.028192-07:00,532.256027,3.99,-2.77,2.87,-0.11,23.97,855.75,53.57,354.0,2.0,3.05306,-1.2548,-0.00159182,33.9946368,-106.895871,1472.46902,-69.723126,3.29333406,2.10606168,,,,,,,,,,,,,,2023-06-29 16:57:38.028192+00:00,1.00334403027975,0.013530821636153644,2.9206163360047337,-2.8585212401605746,-0.5990459929659528,-0.11159182,371.8359058726745,0.2751552539449678,0.15140462737179317,,,,,,,,0.38014297865864904,0.9249277354347906,,,,,,,,,,,,
2023-06-29 09:57:38.228745-07:00,532.45658,4.21,-2.58,3.32,-0.28,23.86,855.74,53.97,76.0,2.0,3.07001,-1.27338,0.00773452,33.994634,-106.895865,1472.4726799999999,-69.670038,2.83173508,1.68537675,1.87661,11.726,14057.9,34.6428,11740.0,-0.652991,-1.0,14.0,-1255.0,87.0,,0.0,,2023-06-29 16:57:38.228745+00:00,1.003703897592799,0.01353704259935228,2.707456603739194,-2.5392105261944815,-0.9395377399520015,-0.27226548,380.30506605582684,0.27957845358346967,0.14297936514750936,2.9307644518541904,372.3860804287061,-2.8438118021446948,-0.6269641828584857,-0.20405032600000003,0.15038965474425908,0.27585920581417545,0.38313030129130743,0.9236943067013199,-2.867021747248505,0.2363991459260448,1.880073653811727,-0.0034636538117271964,-0.0034636538117271964,0.005099019513592785,True,11.832389891369118,,-0.10638989136911725,0.7071067811865476,False
2023-06-29 09:57:38.428013-07:00,532.655848,3.96,-2.68,2.91,-0.23,23.61,855.75,54.81,349.0,2.0,3.09261,-1.31494,0.00406194,33.9946311,-106.895858,1472.4739,-69.7018401,2.58604872,1.22278537,,,,,,,,,,,,,,2023-06-29 16:57:38.428013+00:00,1.0045611884240442,0.01355133220919439,2.875352260564214,-2.8190171110555333,-0.5663860431788996,-0.22593806,371.36039577242815,0.27554173455237835,0.1487501328460525,,,,,,,,0.39128701034021784,0.9202686974677636,,,,,,,,,,,,
2023-06-29 09:57:38.627614-07:00,532.855449,4.47,-3.09,3.22,-0.15,23.81,855.74,54.07,51.0,2.0,3.12047,-1.3443,-0.0119345,33.9946282,-106.895851,1472.47878,-69.7033017,2.82661872,1.44039155,,,,,,,,,,,,,,2023-06-29 16:57:38.627614+00:00,1.0038728940734012,0.013539890170026388,3.272974233833702,-3.125479812553059,-0.9714608981645139,-0.16193449999999998,377.2662772910626,0.2785354881076217,0.15621791051968362,,,,,,,,0.39564810978938386,0.9184021848950968,,,,,,,,,,,,
