K,G,f_c2h6 (kg/s/m),f_c2h6_err (kg/s/m),f_c2h6_err (%),f_c2h6_err_term1_avg (%),f_c2h6_err_term2_avg (%),f_c2h6_err_term3_avg (%),C_c2h6_avg (kg/m^3),C_c2h6_err_avg (kg/m^3),C_c2h6_err_avg (%),C_c2h6_err_term1_avg (%),C_c2h6_err_term2_avg (%),chi_c2h6_avg (ppb),chi_c2h6_err_avg (ppb),chi_c2h6_err_avg (%),chi_c2h6_err_term1_avg (%),chi_c2h6_err_term2_avg (%),rho_avg (kg/m^3),rho_err_avg (kg/m^3),rho_err_avg (%),xwind_avg (m/s),xwind_avg_err (m/s),xwind_avg_err (%),dt_avg (s),dt_err_avg (s),dt_err_avg (%),vh_avg (s),vh_err_avg (s),ds_avg (s),ds_err_avg (s),ds_err_avg (%),z_avg (m),z_std (m),Start_UTC,End_UTC,z_low (m),z_high (m),delta_z (m),F_tot_k (kg/s),F_tot_k_err (kg/s),F_tot_k_err_term1 (%),F_tot_k_err_term2 (%)
0,0,4.881494246038957e-06,1.2119567586700643e-06,5392.048437699278,48.57532891615008,20.14749917071766,31.27717191313228,6.9166277666010075e-09,1.3384603269973002e-09,-15.052426012276188,97.67605053358444,2.323949466415539,5.601277832428817e-09,1.070878872229495e-09,-15.091564868595084,21.80014127718649,78.19985872281349,1.1902162202303603,0.0147915779710088,1.2427637008381802,3.1521873929185085,0.295954369033004,3.8655234115867447,1.1960084599999998,0.1,8.361144870162542,2.387895833647634,7.935673171489707,2.855943618641323,0.2491749907160548,14.082907563784437,10.29392898039218,0.0411259061932426,2022-11-16 17:07:00.177342,2022-11-16 17:07:59.977765,9.506117037815148,10.411688047014284,0.9055710091991358,4.420539670785273e-06,1.1157228589061288e-06,3.2376050040918396,96.76239499590815
1,0,5.907651791789991e-06,9.658661614392517e-07,1617.3210784626194,21.72372057961754,30.363253574419343,47.91302584596314,2.1758303764561312e-08,1.3766181429826372e-09,19.29041620872709,91.4881481450908,8.511851854909192,1.7663101415610175e-08,1.070878872229495e-09,19.170450183770427,21.80014127718649,78.19985872281349,1.1873714966191322,0.0147392613107887,1.2413347618933088,2.6064712486806227,0.2749102058738957,3.9074780430694767,1.106120755102041,0.1,9.040604250371818,1.566675570588271,3.3941897652709336,1.7329323651390194,0.1666353390134521,9.69540066145433,6.298306660000024,0.0754862902934313,2022-11-16 17:08:10.978160,2022-11-16 17:09:45.177846,5.723384976341485,6.724953911395369,1.001568935053884,5.91692051377227e-06,1.0652208806538685e-06,17.526153147060796,82.4738468529392
2,0,5.159045461814282e-06,7.371692939594804e-07,901.1476966303774,12.127655828574706,26.458167848507944,61.41417632291733,2.6047616684411723e-08,1.3907269023192799e-09,32.92658867252555,89.79103884272776,10.208961157272292,2.1130211115794733e-08,1.070878872229495e-09,32.78347430091388,21.80014127718649,78.19985872281349,1.188874800020753,0.0147593420216923,1.2414533766574605,4.670482941852998,0.3027142669756482,6.588935892327144,1.0090602727272746,0.1,9.910210787480649,1.9678922877364695,2.555023075349853,1.9857219285612624,0.2031867472684463,10.235986271654314,3.9481318695652416,0.0286429725417304,2022-11-16 17:09:50.978234,2022-11-16 17:11:18.177712,3.1754750866813652,4.4449175014493,1.2694424147679348,6.549111128943078e-06,9.473892769490063e-07,2.4328646802967113,97.56713531970328
3,0,4.771158601003848e-06,9.201107021816806e-07,14010.451000321003,15.50413854071455,23.610964230462155,60.884897228823306,1.4341727083372642e-08,1.3628058101890798e-09,-118.00569667241312,93.37412026319204,6.625879736807976,1.1638248920205583e-08,1.070878872229495e-09,-118.0836099511764,21.80014127718649,78.19985872281349,1.1878335915933624,0.0147494864179591,1.2417127669880026,4.418690879194162,0.3011840816399167,5.150231091856922,1.0499888409090916,0.1,9.5239107411293,1.6257927825832394,3.0985963983097404,1.7070642793429422,0.1708997466408976,10.018947918844146,7.186934111111133,0.0630016367431948,2022-11-16 17:11:25.978104,2022-11-16 17:12:56.177391,7.169267636950924,7.952619603174625,0.7833519662237016,3.73749647126149e-06,7.809385271952828e-07,14.815546414542089,85.18445358545793
4,0,3.712271227032725e-06,5.887053915521335e-07,3533.9765580612,43.2178832777054,27.07023485458898,29.711881867705586,1.081973875552112e-08,1.337183882285257e-09,-22.87930586351301,97.49422843014833,2.50577156985171,8.782483402687444e-09,1.070878872229495e-09,-22.941477052372356,21.80014127718649,78.19985872281349,1.1877745551157837,0.0147497205650423,1.24179368694794,4.88014704709672,0.3023669069088182,6.23612308519382,1.890034449999996,0.1,5.290908850894237,1.6208789391230765,3.103450241259896,3.063517034222061,0.1877321662953102,6.137450112274613,8.718305095238117,0.0332457514792461,2022-11-16 17:12:58.977955,2022-11-16 17:14:21.177332,7.952619603174625,9.506117037815148,1.5534974346405228,5.767003827885164e-06,9.228422154510095e-07,1.7885323525142205,98.21146764748578
5,0,7.798713728876372e-06,1.1220438401415208e-06,2688.722173712706,27.442286009263597,33.159017605447616,39.398696385288765,1.1668101306028188e-08,1.3465111384872275e-09,-37.195967736751655,95.90116830814256,4.098831691857455,9.470084646747476e-09,1.070878872229495e-09,-37.26157627826866,21.80014127718649,78.19985872281349,1.1869217906020362,0.0147404944760161,1.2419092161957987,3.298040428090198,0.2985683760526496,3.6651977138086,1.7488263255813947,0.1,5.718120692559631,1.4674940584053102,3.5335830155271637,2.566392241973487,0.1713936881461469,6.74908219555071,10.529447113636389,0.0942783763075698,2022-11-16 17:14:25.978183,2022-11-16 17:16:19.177486,10.411688047014284,11.567654556818205,1.1559665098039211,9.015051890129142e-06,1.4909455583317664e-06,24.319048294908388,75.6809517050916
6,0,6.747329783203495e-06,1.1374822389060386e-06,7534.314613966159,42.17531659628314,24.36463079982741,33.46005260388947,1.1401646325031913e-08,1.3407486126907523e-09,-317.2534201635213,96.9465898019884,3.053410198011609,9.248033224864977e-09,1.070878872229495e-09,-317.31850448575625,21.80014127718649,78.19985872281349,1.1878065705522136,0.0147573522059103,1.2424033675780262,5.6301484185144,0.3583716392301472,5.089937949905881,1.5555566111111083,0.1,6.428567066329501,3.240588918683597,1.5500128489210183,5.040919516351669,0.3333011963376049,6.613633405173974,12.605862000000023,0.0596265741948216,2022-11-16 17:16:22.178222,2022-11-16 17:17:16.178088,11.567654556818205,13.644069443181841,2.0764148863636365,1.4010256005048465e-05,2.395905365125473e-06,2.8197088696873203,97.18029113031268
7,0,7.151835399448137e-06,1.1754411162501255e-06,11947.800900820606,17.688518260111984,28.75239786880291,53.559083871085136,1.7374268072415163e-08,1.354520058280749e-09,38.79911036390806,94.68365115464606,5.316348845353937,1.410750782949233e-08,1.070878872229495e-09,38.70116936548138,21.80014127718649,78.19985872281349,1.1866481202382555,0.0147217150635447,1.2406126817232055,2.4886068264045518,0.2801791507196441,3.5844369477364646,1.1051196410256414,0.1,9.048794020816771,1.3018940688171772,4.473578438509894,1.4387487059846509,0.1419875420403729,10.38101232180738,2.402818303797489,0.0794954409534797,2022-11-16 17:17:27.978085,2022-11-16 17:19:35.977498,0.6007045759493721,3.1754750866813652,2.574770510731993,1.8414334884108227e-05,3.0794292210427588e-06,3.4086233397545453,96.59137666024544
8,0,2.308769218023326e-06,4.843454923637553e-07,2740.614092974114,69.97590818340613,10.921979506154154,19.102112310439715,6.8650758843905914e-09,1.3265258451005702e-09,-89.35902055417843,99.26777628672816,0.7322237132718591,5.5629056831073875e-09,1.070878872229495e-09,-89.39890556148188,21.80014127718649,78.19985872281349,1.1888314074193398,0.0147612664892786,1.2416617346409098,4.855152290842659,0.3663879510426328,4.026607381204453,1.428582357142854,0.1,6.99994645040967,2.165956719379501,36.581983089958,3.09424755564057,0.2313801489138,41.4023916183779,4.941703133333359,0.065115492358189,2022-11-16 17:19:40.177393,2022-11-16 17:21:19.177827,4.4449175014493,5.045083213008153,0.6001657115588532,1.3856441205601468e-06,3.2726191723702083e-07,21.10273590054402,78.89726409945597
9,0,5.039948006799459e-06,9.310326235113282e-07,4814.44192761589,45.95285760409912,25.47312489910256,28.574017496798326,8.005226486000369e-09,1.3295391333952426e-09,44.93874534970946,98.4544151131634,1.5455848868365554,6.495885311238597e-09,1.070878872229495e-09,44.89261298546987,21.80014127718649,78.19985872281349,1.1867653106598957,0.0147323198859993,1.2413840169708945,3.572818143065964,0.3058115860546312,4.480439629889708,1.6618995952380964,0.1,6.017210683878483,1.6103453572772115,3.1890618912531465,2.676232297452546,0.1815820129139386,6.829027651586501,7.1516011627907154,0.0627889771202802,2022-11-16 17:21:24.178181,2022-11-16 17:23:02.177472,6.724953911395369,7.169267636950924,0.4443137255555545,2.2393180755073587e-06,5.208319869413196e-07,36.91676452723579,63.08323547276419
