Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,CH4,C2H6,H2O,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC,Rho,Rho_err,Sc,V,U,W,WD,V_err,U_err,Sc_avg,WD_avg,V_avg,U_avg,W_avg,U_err_avg,V_err_avg,Nx,Ny,cross_wind,cross_wind_err,CH4_sub,CH4_res,CH4_adj,CH4_adj_err,BG_Samples_CH4,C2H6_sub,C2H6_res,C2H6_adj,C2H6_adj_err,BG_Samples_C2H6
2022-11-16 10:21:49.377622-07:00,1040.063863,6.18,3.26,-5.2,-0.75,12.85,974.72,26.05,8.0,2.0,-1.52251,-0.0660121,-0.0170304,32.8203916,-111.784854,332.53985,-5.35307346,-2.27006105,1.88437779,,,,,,,,,,,,,,2022-11-16 17:21:49.377622+00:00,1.1872678120157303,0.014741092639731484,5.410424362145103,-4.9391985444547615,2.2083952356743604,-0.7670304,335.9098122458052,0.3239948948530286,0.30730926440379114,,,,,,,,0.04331672068270444,-0.9990613903606207,,,,,,,,,,,,
2022-11-16 10:21:49.577855-07:00,1040.264096,6.24,3.09,-5.28,-1.22,12.9,974.72,25.96,12.0,2.0,-1.57357,-0.0529126,-0.0345154,32.8203914,-111.784858,332.530237,-5.41784001,-2.36889566,2.03612651,,,,,,,,,,,,,,2022-11-16 17:21:49.577855+00:00,1.1870602839940532,0.014737698788340007,5.401911730176328,-5.0175722747364055,2.0011543689613625,-1.2545154,338.2564427514269,0.3265170139749273,0.3108052363562021,,,,,,,,0.03360683750742304,-0.9994351306977105,,,,,,,,,,,,
2022-11-16 10:21:49.777835-07:00,1040.464076,6.2,2.75,-5.39,-1.34,13.0,974.73,25.83,25.0,2.0,-1.60134,-0.0904492,-0.00729846,32.8203912,-111.784861,332.527551,-5.42658113,-2.12682188,2.13713387,,,,,,,,,,,,,,2022-11-16 17:21:49.777835+00:00,1.186657619742027,0.014730963700236393,5.450714436732514,-5.196224312698488,1.6460682740777672,-1.34729846,342.4227561663107,0.3301306007957508,0.3164500632618035,,,,,,,,0.05639355832263836,-0.9984086170399928,,,,,,,,,,,,
2022-11-16 10:21:49.977619-07:00,1040.66386,6.09,2.37,-5.46,-1.27,12.84,974.76,26.06,17.0,2.0,-1.58619,-0.103217,0.0218622,32.8203911,-111.784863,332.531671,-5.41628532,-2.01292102,2.2967697,,,,,,,,,,,,,,2022-11-16 17:21:49.977619+00:00,1.1873580504466155,0.014741963519453706,5.469106643165621,-5.315131724741113,1.2886047582439277,-1.2481378,346.37210942035813,0.33247500776068567,0.3207686869700923,,,,,,,,0.06493494502831927,-0.997889499350589,,,,,,,,,,,,
2022-11-16 10:21:50.177530-07:00,1040.863771,6.24,3.3,-5.23,-0.82,12.88,974.75,26.0,7.0,2.0,-1.57929,-0.10659,0.0608906,32.8203907,-111.784868,332.541467,-5.41428891,-1.63667282,2.37298105,2.07766,6.83234,3253.41,25.3265,11532.0,0.977487,0.0384287,14.0,-1311.0,84.0,,0.0,,2022-11-16 17:21:50.177530+00:00,1.1871798244748641,0.014739200026795005,5.464107826611667,-5.001879413300644,2.1994719083539307,-0.7591093999999999,336.26351091574986,0.32488465904111213,0.3080499906769662,5.460500138503903,341.8120013194074,-5.179009711352048,1.7020577133257582,-1.153023632,0.3150734169599598,0.32905321900460843,0.06733915615974317,-0.9977301428982156,5.281869229529065,0.32756422259915635,1.9864732386497792,,0.09118676135022064,0.005099019513592785,False,4.976462582824752,,1.8558774171752486,0.7071067811865476,False
2022-11-16 10:21:50.377526-07:00,1041.063767,6.27,2.87,-5.43,-1.23,12.86,974.75,26.02,22.0,2.0,-1.56553,-0.107187,0.0350312,32.8203904,-111.784871,332.530573,-5.40340142,-1.42297697,2.62082842,,,,,,,,,,,,,,2022-11-16 17:21:50.377526+00:00,1.1872628411403285,0.01474055765712731,5.544177258825884,-5.242797638818886,1.8030458662156115,-1.1949688,341.02143967988775,0.33149852563728505,0.317704774748198,,,,,,,,0.0683069942095223,-0.9976643496397274,,,,,,,,,,,,
2022-11-16 10:21:50.577556-07:00,1041.263797,6.01,2.63,-5.27,-1.2,12.86,974.76,25.99,11.0,2.0,-1.53775,-0.137773,-0.0156037,32.8203901,-111.784875,332.51098,-5.3606848,-1.38365856,2.54475781,,,,,,,,,,,,,,2022-11-16 17:21:50.577556+00:00,1.1872750213182321,0.014740605628889236,5.374394527183833,-5.139015467201109,1.573097759737554,-1.2156037,342.9801904147307,0.3262773017882085,0.3123935691427388,,,,,,,,0.08923644965875249,-0.9960104698507446,,,,,,,,,,,,
2022-11-16 10:21:50.777623-07:00,1041.463864,6.25,3.29,-5.22,-1.01,12.98,974.76,25.79,359.0,2.0,-1.51222,-0.150058,-0.0154448,32.8203898,-111.784878,332.47789900000004,-5.23253409,-0.913569077,2.13751556,,,,,,,,,,,,,,2022-11-16 17:21:50.777623+00:00,1.1867770902989114,0.014732463559039264,5.522962814795855,-5.048263479682346,2.2401236781310194,-1.0254448,336.07115526151375,0.324827974977736,0.3085702534022259,,,,,,,,0.09874530655120078,-0.9951127395597492,,,,,,,,,,,,
2022-11-16 10:21:50.977915-07:00,1041.664156,5.8,3.07,-4.84,-0.89,12.92,974.74,25.95,6.0,2.0,-1.46921,-0.159266,-0.018086,32.8203894,-111.784881,332.438715,-5.28033809,-0.550510908,2.3781583,2.03423,5.11843,3247.14,25.3244,11511.0,0.97602,0.0383006,10.0,-1306.0,84.0,,0.0,,2022-11-16 17:21:50.977915+00:00,1.1870016483443324,0.014736437575116362,5.117431359815305,-4.696198001369316,2.033181756350367,-0.9080860000000001,336.5901828200532,0.3125086423474612,0.2943268801774176,5.193583151278229,339.3231386242741,-4.85272810331386,1.8332933719216356,-0.9801253999999998,0.3001420207797938,0.3167787462347312,0.10777110983176097,-0.9941757328991844,5.022040580011732,0.3131188900244125,1.9864582483687343,,0.04777175163126568,0.005099019513592785,False,5.052202344406396,,0.06622765559360388,0.7071067811865476,False
2022-11-16 10:21:51.177831-07:00,1041.864072,5.62,2.6,-4.88,-1.02,12.8,974.75,26.08,23.0,2.0,-1.4625,-0.185833,0.0042408,32.820389,-111.784884,332.41445300000004,-5.29738194,-0.855799785,2.37622733,,,,,,,,,,,,,,2022-11-16 17:21:51.177831+00:00,1.1875119608132378,0.014744632055784794,5.057098007033217,-4.804944888139086,1.5769416205698317,-1.0157592,341.8306085614891,0.3137579980016095,0.29746600766404996,,,,,,,,0.12605178349358082,-0.992023662962778,,,,,,,,,,,,
