Timestamp,Seconds,S,Um,Vm,Wm,T,P,H,MD,Sts,Vx,Vy,Vz,Lat,Lon,Alt,Yaw,Roll,Pitch,nan,CH4,C2H6,H20,T_a,Batt,R,C2C1,Power,Current,SOC,Lat_a,Lon_a,TS,Timestamp_UTC,Rho,Rho_err,Sc,V,U,W,WD,V_err,U_err,Sc_avg,WD_avg,V_avg,U_avg,W_avg,U_err_avg,V_err_avg,Nx,Ny,cross_wind,cross_wind_err,CH4_sub,CH4_res,CH4_adj,CH4_adj_err,BG_Samples_CH4,C2H6_sub,C2H6_res,C2H6_adj,C2H6_adj_err,BG_Samples_C2H6
2023-06-06 10:51:38.600000-07:00,366.062465,7.6,-0.2,7.56,-0.67,20.32,860.56,56.65,32.0,2.0,-1.10574,-0.373652,-0.0982819,34.0618924,-106.884599,1422.8737999999998,-15.5589392,0.693103525,-3.70172232,,,,,,,,,,,,,,,2023-06-06 17:51:38.600000+00:00,1.0215327468458215,0.013761400604823656,7.6199697426653366,6.855666199950979,-3.3262260647744526,-0.7682819000000001,154.11830709309532,0.3636117411701595,0.3904940261554888,,,,,,,,0.3201360901508073,-0.9473715658509887,,,,,,,,,,,,
2023-06-06 10:51:38.800000-07:00,366.262465,6.93,-0.33,6.91,-0.42,20.45,860.56,56.19,38.0,2.0,-1.14658,-0.343837,0.0483114,34.061892,-106.884602,1422.90481,-15.6201523,0.30076366,-4.29272446,,,,,,,,,,,,,,,2023-06-06 17:51:38.800000+00:00,1.0210804332998749,0.013753748873495198,7.054788121766106,6.222107010206259,-3.3249691421957994,-0.3716886,151.88084711439586,0.3474285099397191,0.3599081944698463,,,,,,,,0.287242883491864,-0.9578577795702655,,,,,,,,,,,,
2023-06-06 10:51:39-07:00,366.462465,7.11,-0.14,7.09,-0.55,20.7,860.58,55.16,32.0,2.0,-1.21767,-0.355094,0.124348,34.0618918,-106.884605,1422.93093,-15.5831754,-0.6243737,-5.01256992,,1.92471,1.12556,14674.2,30.0294,11917.0,-0.712293,-1.0,17.0,-1252.0,92.0,,0.0,,2023-06-06 17:51:39+00:00,1.0202354348211933,0.013739139908039757,7.213870520607778,6.436679001879116,-3.257160007562171,-0.42565200000000003,153.15916920943747,0.35190025630091853,0.3702964600453922,7.345647987736909,153.14839774722563,6.554773046240497,-3.314028254919068,-0.519953248,0.3761561960862735,0.3553045781149943,0.2799565859207824,-0.9600126613746194,-7.220449152720111,0.32878179123598034,1.9365521720719556,,-0.011842172071955703,0.005099019513592785,False,0.46199680120175635,,0.6635631987982435,0.7071067811865476,False
2023-06-06 10:51:39.200000-07:00,366.662465,6.9,-0.12,6.89,-0.08,20.74,860.57,55.22,24.0,2.0,-1.24171,-0.375431,0.00765466,34.0618914,-106.884607,1422.9584,-15.6244346,-1.0861685,-5.75404248,,,,,,,,,,,,,,,2023-06-06 17:51:39.200000+00:00,1.0200847217310063,0.013736751594421268,7.007620157306753,6.227648638271005,-3.2129632284439875,-0.07234534000000001,152.7099241272754,0.34693568267130653,0.36159562546978463,,,,,,,,0.28941090429357313,-0.9572049563578201,,,,,,,,,,,,
2023-06-06 10:51:39.400000-07:00,366.862465,7.75,-0.01,7.69,-0.97,20.19,860.55,56.97,30.0,2.0,-1.36934,-0.371745,0.0082016,34.0618909,-106.88461,1422.93643,-15.6143769,-0.753682808,-5.65728905,,,,,,,,,,,,,,,2023-06-06 17:51:39.400000+00:00,1.021973585478152,0.013769020040404721,7.831991396338571,7.031764380895126,-3.4488228316189273,-0.9617983999999999,153.87374119192413,0.3666467004928677,0.39848667429085516,,,,,,,,0.2619946108535168,-0.965069336308907,,,,,,,,,,,,
2023-06-06 10:51:39.600000-07:00,367.062465,8.18,-0.13,8.17,-0.52,20.12,860.55,57.35,48.0,2.0,-1.41937,-0.398059,-0.0618976,34.0618903,-106.884613,1422.9170199999999,-15.6001085,1.16582616,-5.08343993,,,,,,,,,,,,,,,2023-06-06 17:51:39.600000+00:00,1.0222175182056163,0.013773148450142925,8.324327189011953,7.436015196370956,-3.74167090336174,-0.5818976,153.2892706933803,0.37901000877049146,0.4185816363958027,,,,,,,,0.2700295996319299,-0.9628520215083,,,,,,,,,,,,
2023-06-06 10:51:39.800000-07:00,367.262465,8.07,-0.09,8.06,-0.45,20.12,860.55,57.24,351.0,2.0,-1.31945,-0.477706,-0.198949,34.0618896,-106.884616,1422.84792,-15.5302056,2.60977891,-3.73506022,,,,,,,,,,,,,,,2023-06-06 17:51:39.800000+00:00,1.0222175182056163,0.013773148450142925,8.09123459063553,7.2639216716489505,-3.5641996505310463,-0.648949,153.86412725461378,0.3765011409449951,0.4143601512806891,,,,,,,,0.3404247679284383,-0.9402717571962209,,,,,,,,,,,,
2023-06-06 10:51:40-07:00,367.462465,7.75,-0.03,7.75,0.0,20.17,860.54,56.93,14.0,2.0,-1.2356,-0.39391,-0.0478566,34.0618887,-106.884619,1422.75784,-15.6428383,2.94052521,-1.74796905,,1.91479,1.31538,14697.7,30.0304,11864.0,-0.7344,-1.0,15.0,-1229.0,92.0,,0.0,,2023-06-06 17:51:40+00:00,1.0220313920342252,0.013770158346369058,7.817139077410412,7.060950371137325,-3.3541978492498883,-0.0478566,154.59065042831918,0.3680373686462294,0.4008305606116286,8.13943102472638,154.20990306794155,7.3280298106245585,-3.5417641625822585,-0.35318868000000003,0.4119932568406884,0.3752155799601289,0.3037389435652588,-0.9527552960555299,-8.05759091682538,0.342713467231828,1.9366248314289762,,-0.021834831428976242,0.005099019513592785,False,0.4687054230772252,,0.8466745769227748,0.7071067811865476,False
2023-06-06 10:51:40.200000-07:00,367.662465,8.15,-0.19,8.15,-0.26,20.02,860.54,57.53,29.0,2.0,-1.18235,-0.286122,0.0716554,34.061888,-106.884621,1422.76089,-15.7192824,2.72317504,-2.55453039,,,,,,,,,,,,,,,2023-06-06 17:51:40.200000+00:00,1.0225543128951766,0.013779009515560579,8.314585728451629,7.507597443797791,-3.5732781108741567,-0.18834460000000003,154.54765655209818,0.3778985629294391,0.41652346387477723,,,,,,,,0.235205351551231,-0.9719456994100348,,,,,,,,,,,,
2023-06-06 10:51:40.400000-07:00,367.862465,8.0,-0.21,7.99,-0.32,20.06,860.56,57.34,351.0,2.0,-1.13216,-0.269872,0.0211044,34.0618875,-106.884624,1422.8052,-15.5428629,2.3228073,-4.316729,,,,,,,,,,,,,,,2023-06-06 17:51:40.400000+00:00,1.0224385771864646,0.013776730119967629,8.14986853812237,7.371664370167766,-3.4754742988944596,-0.2988956,154.75781041129636,0.3746308185094896,0.40967047204054446,,,,,,,,0.23187265821097072,-0.9727461489896417,,,,,,,,,,,,
2023-06-06 10:51:40.600000-07:00,368.062465,7.8,-0.09,7.79,-0.4,20.23,860.57,56.8,135.0,2.0,-1.08903,-0.315316,0.0193837,34.0618869,-106.884627,1422.81069,-15.5482586,1.46808998,-4.66483931,,,,,,,,,,,,,,,2023-06-06 17:51:40.600000+00:00,1.0218579960103804,0.013766744000808606,7.873808260116674,7.165484645498799,-3.263845326023053,-0.3806163,155.5109531331468,0.3694780064487904,0.40217744168586755,,,,,,,,0.2781154294102393,-0.960547660412516,,,,,,,,,,,,
2023-06-06 10:51:40.800000-07:00,368.262465,7.65,-0.2,7.63,-0.47,20.33,860.58,56.49,41.0,2.0,-1.08079,-0.359322,-0.0218598,34.0618863,-106.884629,1422.77273,-15.595983,1.3640476,-4.68956712,,,,,,,,,,,,,,,2023-06-06 17:51:40.800000+00:00,1.0215216795768285,0.013760893546086011,7.691679515696997,6.935981763581597,-3.324769277326819,-0.49185979999999996,154.3892271468419,0.3652138730054094,0.39349378634822685,,,,,,,,0.31548382930304136,-0.9489309529403546,,,,,,,,,,,,
2023-06-06 10:51:41-07:00,368.462465,7.7,-0.07,7.67,-0.68,20.04,860.58,57.5,53.0,2.0,-1.04825,-0.38059,0.0162324,34.0618856,-106.884632,1422.75369,-15.6536143,0.982625112,-4.33820201,,1.91908,0.195305,14743.6,30.0304,11860.0,-0.69219,-1.0,13.0,-1239.0,92.0,,0.0,,2023-06-06 17:51:41+00:00,1.0225320867772012,0.01377799282103195,7.677904390398505,6.98604610094758,-3.1851806390746122,-0.6637676,155.4901129493894,0.3659708017348709,0.3967155684625108,7.547157905597447,155.3151638069202,6.855617645710825,-3.1543747741773087,-0.50559294,0.391106771731763,0.3632052127658668,0.34127431585313645,-0.9399637446938971,-7.520539127453658,0.32412021069574043,1.9366973944272141,,-0.017617394427214217,0.005099019513592785,False,0.475386636801145,,-0.280081636801145,0.7071067811865476,False
2023-06-06 10:51:41.200000-07:00,368.662465,6.99,0.19,6.97,-0.56,20.23,860.57,56.73,14.0,2.0,-1.04919,-0.420265,0.136371,34.0618847,-106.884634,1422.7560099999998,-15.6634766,0.565027424,-4.11233217,,,,,,,,,,,,,,,2023-06-06 17:51:41.200000+00:00,1.0218579960103804,0.013766744000808606,6.911963008380569,6.342194877686292,-2.748053267800885,-0.42362900000000003,156.57306552932528,0.3487169537855839,0.3688228823784173,,,,,,,,0.371839884915561,-0.9282968813833117,,,,,,,,,,,,
2023-06-06 10:51:41.400000-07:00,368.862465,7.63,-0.16,7.6,-0.68,20.18,860.58,56.89,52.0,2.0,-1.11753,-0.448061,0.111908,34.0618838,-106.884637,1422.78152,-15.0857508,0.0468825337,-4.6487532,,,,,,,,,,,,,,,2023-06-06 17:51:41.400000+00:00,1.0220440545536003,0.013769732596555886,7.580434353394485,6.84838084083986,-3.250025360661174,-0.568092,154.61246027589755,0.36664642885467963,0.3943241797837925,,,,,,,,0.37214163902878084,-0.9281759534166852,,,,,,,,,,,,
2023-06-06 10:51:41.600000-07:00,369.062465,7.74,-0.28,7.7,-0.76,20.19,860.58,56.98,200.0,2.0,-1.12553,-0.5649,-0.0997793,34.0618828,-106.88464,1422.82424,-14.1489813,0.420071323,-4.43341277,,,,,,,,,,,,,,,2023-06-06 17:51:41.600000+00:00,1.0220092129345046,0.013769142966617864,7.57920011208592,6.833063830876759,-3.2792549492540317,-0.8597793,154.3631901990039,0.3733901338353964,0.40045273894079586,,,,,,,,0.4485693505171658,-0.8937480281245984,,,,,,,,,,,,
2023-06-06 10:51:41.800000-07:00,369.262465,7.63,-0.02,7.61,-0.57,20.17,860.59,57.69,32.0,2.0,-1.17017,-0.642394,-0.118621,34.0618816,-106.884643,1422.7872599999998,-12.4434613,1.15753197,-2.9688295,,,,,,,,,,,,,,,2023-06-06 17:51:41.800000+00:00,1.022090775176905,0.013770363261724086,7.350903218285867,6.784530815759508,-2.829473402351601,-0.6886209999999999,157.36153239998904,0.37839887118430005,0.40443155111105483,,,,,,,,0.48122872194211935,-0.8765950702450672,,,,,,,,,,,,
2023-06-06 10:51:42-07:00,369.462465,6.98,-0.09,6.95,-0.62,20.38,860.56,56.32,26.0,2.0,-1.18889,-0.569861,0.0704028,34.0618804,-106.884646,1422.79873,-9.90584854,1.88553006,-1.88064906,,1.92066,1.00225,14759.1,30.0307,11910.0,-0.700968,-1.0,14.0,-1265.0,92.0,,0.0,,2023-06-06 17:51:42+00:00,1.0213239369633198,0.013757867958906335,6.731802600198806,6.261044140409966,-2.473154366367258,-0.5495972,158.44564815305205,0.368626551509925,0.3815703902783041,6.900694923798166,156.69244590626488,6.33064061066566,-2.7365752479527066,-0.5257750800000001,0.3831551731464789,0.3674653638380412,0.4322340131753094,-0.9017614750333741,-6.8915687167588615,0.30726781810036624,1.9367698608276995,,-0.016109860827699496,0.005099019513592785,False,0.48204087035825083,,0.5202091296417493,0.7071067811865476,False
2023-06-06 10:51:42.200000-07:00,369.662465,6.68,-0.52,6.66,-0.26,20.28,860.57,56.54,26.0,2.0,-1.30943,-0.525098,0.144902,34.0618795,-106.884649,1422.90627,-8.93543999,0.986319332,-3.03963251,,,,,,,,,,,,,,,2023-06-06 17:51:42.200000+00:00,1.0216838730515811,0.013763797670077522,6.621636502388749,5.973308960935487,-2.857560152818296,-0.115098,154.4341005913074,0.3628154960678361,0.36850822920541276,,,,,,,,0.372200791322779,-0.928152234786243,,,,,,,,,,,,
2023-06-06 10:51:42.400000-07:00,369.862465,6.4,0.12,6.38,-0.47,20.39,860.58,56.18,44.0,2.0,-1.37509,-0.520515,0.0542201,34.0618789,-106.884652,1423.01675,-8.89860687,-0.265849483,-4.6240628,,,,,,,,,,,,,,,2023-06-06 17:51:42.400000+00:00,1.0213128790699992,0.013757361162272073,6.219932186031487,5.8012553053465785,-2.2434333689723456,-0.4157799,158.85775818797208,0.35409576659274855,0.36081295619682696,,,,,,,,0.3540174357427863,-0.9352388225421902,,,,,,,,,,,,
2023-06-06 10:51:42.600000-07:00,370.062465,7.08,-0.37,7.06,-0.42,20.19,860.57,56.92,211.0,2.0,-1.54285,-0.548377,0.014131,34.0618782,-106.884656,1423.0664299999999,-8.91579113,0.208278919,-4.78526185,,,,,,,,,,,,,,,2023-06-06 17:51:42.600000+00:00,1.0219973371157205,0.013769101990859277,7.041249047077531,6.3689747663481935,-3.0025570050525623,-0.405869,154.7591738992455,0.375765917491139,0.3871376824988095,,,,,,,,0.33490562742345853,-0.9422516758913723,,,,,,,,,,,,
2023-06-06 10:51:42.800000-07:00,370.262465,5.49,0.3,5.46,-0.4,20.23,860.55,57.6,39.0,2.0,-1.56811,-0.572457,-0.00992231,34.0618776,-106.88466,1423.11599,-8.96868065,1.57114812,-3.48449837,,,,,,,,,,,,,,,2023-06-06 17:51:42.800000+00:00,1.0218342476111564,0.013766662081009145,5.310373571411376,4.867555788348722,-2.122962108766257,-0.40992231,156.43579815320373,0.32618224950412067,0.32274644104548744,,,,,,,,0.3429253831170588,-0.9393626464864453,,,,,,,,,,,,
2023-06-06 10:51:43-07:00,370.462465,7.17,-0.1,7.1,-0.96,20.16,860.54,57.68,28.0,2.0,-1.59963,-0.523277,-0.0188067,34.0618769,-106.884663,1423.14492,-9.04497408,2.72335362,-3.54654189,,1.92796,0.596443,14793.4,30.0308,11894.0,-0.687738,-1.0,17.0,-1242.0,92.0,,0.0,,2023-06-06 17:51:43+00:00,1.0220662367852404,0.013770748063879007,7.058178053911671,6.47271526082917,-2.81457538412982,-0.9788066999999999,156.49881865984003,0.37658120739453077,0.3904348633790681,6.507301857483311,155.42826355311405,5.916274852589751,-2.7079250563070105,-0.534924802,0.36598016426656227,0.35920285375927113,0.31091118153459885,-0.9504389707902132,-6.464982360570981,0.3264031384779826,1.936842230391463,,-0.008882230391463075,0.005099019513592785,False,0.4886685502988497,,0.10777444970115024,0.7071067811865476,False
2023-06-06 10:51:43.200000-07:00,370.662465,6.13,-0.15,6.13,-0.08,20.06,860.56,57.37,70.0,2.0,-1.56118,-0.490071,-0.096013,34.0618763,-106.884667,1423.1461399999998,-8.95992666,3.0888104,-3.88238455,,,,,,,,,,,,,,,2023-06-06 17:51:43.200000+00:00,1.0224385771864646,0.013776730119967629,6.148851756443994,5.541766199189168,-2.664058054218944,-0.176013,154.32530580407888,0.34618630380221405,0.34806636824157194,,,,,,,,0.299500885075775,-0.9540960223367602,,,,,,,,,,,,
